"ID";"Populatie";"KenmerkenVanHuishoudens";"RegioS";"Perioden";"ParticuliereHuishoudens_1";"ParticuliereHuishoudensRelatief_2";"GemiddeldGestandaardiseerdInkomen_3";"MediaanGestandaardiseerdInkomen_4";"GemiddeldBesteedbaarInkomen_5";"MediaanBesteedbaarInkomen_6";"GestandaardiseerdInkomen1e10Groep_7";"GestandaardiseerdInkomen2e10Groep_8";"GestandaardiseerdInkomen3e10Groep_9";"GestandaardiseerdInkomen4e10Groep_10";"GestandaardiseerdInkomen5e10Groep_11";"GestandaardiseerdInkomen6e10Groep_12";"GestandaardiseerdInkomen7e10Groep_13";"GestandaardiseerdInkomen8e10Groep_14";"GestandaardiseerdInkomen9e10Groep_15";"GestandaardiseerdInkomen10e10Groep_16"
"80";"1050010";"1050010";"PV20  ";"2021JJ00";"   289.9";"     100";"    28.9";"    26.3";"    40.3";"    33.1";"      17";"      12";"      11";"      11";"      10";"       9";"       9";"       8";"       7";"       6"
"81";"1050010";"1050010";"PV20  ";"2022JJ00";"   292.4";"     100";"    30.3";"    27.7";"    42.1";"    34.7";"      17";"      12";"      11";"      11";"      10";"      10";"       9";"       8";"       7";"       6"
"82";"1050010";"1050010";"PV20  ";"2023JJ00";"   294.8";"     100";"    33.3";"    30.1";"    46.2";"    37.5";"      16";"      12";"      11";"      11";"      10";"      10";"       9";"       8";"       7";"       6"
"83";"1050010";"1050010";"PV20  ";"2024JJ00";"   300.2";"     100";"    34.9";"    32.1";"    48.4";"    39.6";"      17";"      12";"      11";"      11";"      10";"      10";"       9";"       8";"       7";"       6"
"94";"1050010";"1050010";"PV21  ";"2021JJ00";"   294.2";"     100";"    30.8";"    28.3";"    44.3";"    37.6";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       8";"       6"
"95";"1050010";"1050010";"PV21  ";"2022JJ00";"   297.0";"     100";"    32.6";"    29.8";"    46.9";"    39.4";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       8";"       6"
"96";"1050010";"1050010";"PV21  ";"2023JJ00";"   300.0";"     100";"    35.8";"    32.2";"    51.5";"    42.3";"      10";"      11";"      12";"      12";"      11";"      11";"      10";"       9";"       8";"       6"
"97";"1050010";"1050010";"PV21  ";"2024JJ00";"   303.1";"     100";"    37.8";"    34.5";"    54.3";"    45.0";"      10";"      11";"      12";"      12";"      11";"      11";"      10";"       9";"       8";"       6"
"108";"1050010";"1050010";"PV22  ";"2021JJ00";"   219.7";"     100";"    32.3";"    29.6";"    46.9";"    40.1";"       8";"      10";"      11";"      11";"      12";"      11";"      11";"      10";"       9";"       7"
"109";"1050010";"1050010";"PV22  ";"2022JJ00";"   221.4";"     100";"    34.1";"    31.2";"    49.4";"    42.1";"       7";"      10";"      11";"      12";"      11";"      12";"      11";"      10";"       9";"       7"
"110";"1050010";"1050010";"PV22  ";"2023JJ00";"   223.9";"     100";"    37.5";"    33.7";"    54.4";"    45.3";"       7";"      10";"      11";"      11";"      11";"      12";"      11";"      10";"       9";"       7"
"111";"1050010";"1050010";"PV22  ";"2024JJ00";"   225.7";"     100";"    39.7";"    36.2";"    57.5";"    48.4";"       7";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"122";"1050010";"1050010";"PV23  ";"2021JJ00";"   508.0";"     100";"    32.1";"    29.4";"    47.3";"    40.0";"       9";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"123";"1050010";"1050010";"PV23  ";"2022JJ00";"   512.6";"     100";"    34.0";"    31.0";"    50.0";"    42.0";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"124";"1050010";"1050010";"PV23  ";"2023JJ00";"   519.1";"     100";"    38.1";"    33.5";"    56.1";"    45.2";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"125";"1050010";"1050010";"PV23  ";"2024JJ00";"   524.0";"     100";"    40.2";"    36.0";"    59.2";"    48.3";"       9";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       7"
"136";"1050010";"1050010";"PV24  ";"2021JJ00";"   177.8";"     100";"    33.1";"    30.5";"    49.3";"    43.2";"       8";"      10";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9"
"137";"1050010";"1050010";"PV24  ";"2022JJ00";"   181.9";"     100";"    35.0";"    32.4";"    52.1";"    45.7";"       8";"       9";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"       9"
"138";"1050010";"1050010";"PV24  ";"2023JJ00";"   186.8";"     100";"    38.4";"    35.0";"    57.1";"    49.2";"       8";"       9";"      10";"      10";"      11";"      11";"      11";"      11";"      10";"       9"
"139";"1050010";"1050010";"PV24  ";"2024JJ00";"   189.9";"     100";"    40.4";"    37.4";"    60.1";"    52.4";"       8";"       9";"       9";"      10";"      11";"      11";"      11";"      11";"      10";"       9"
"150";"1050010";"1050010";"PV25  ";"2021JJ00";"   930.3";"     100";"    33.1";"    30.1";"    48.3";"    40.7";"       9";"      10";"      10";"      10";"      11";"      11";"      10";"      10";"      10";"       9"
"151";"1050010";"1050010";"PV25  ";"2022JJ00";"   940.0";"     100";"    35.0";"    31.7";"    51.1";"    42.8";"       9";"      10";"      10";"      10";"      10";"      11";"      11";"      10";"      10";"       9"
"152";"1050010";"1050010";"PV25  ";"2023JJ00";"   952.4";"     100";"    39.3";"    34.2";"    57.3";"    46.0";"       9";"      10";"      10";"      10";"      10";"      11";"      11";"      10";"      10";"       9"
"153";"1050010";"1050010";"PV25  ";"2024JJ00";"   964.7";"     100";"    41.2";"    36.6";"    60.1";"    48.9";"       9";"      10";"      10";"      10";"      10";"      10";"      11";"      10";"      10";"       9"
"164";"1050010";"1050010";"PV26  ";"2021JJ00";"   608.4";"     100";"    36.2";"    32.3";"    52.8";"    43.4";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"165";"1050010";"1050010";"PV26  ";"2022JJ00";"   614.3";"     100";"    38.2";"    34.1";"    55.7";"    45.7";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"166";"1050010";"1050010";"PV26  ";"2023JJ00";"   624.4";"     100";"    43.1";"    36.6";"    62.9";"    48.8";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      14"
"167";"1050010";"1050010";"PV26  ";"2024JJ00";"   634.9";"     100";"    44.8";"    39.0";"    65.1";"    51.5";"      10";"       8";"       8";"       9";"       9";"       9";"      10";"      11";"      12";"      13"
"178";"1050010";"1050010";"PV27  ";"2021JJ00";"  1362.0";"     100";"    36.0";"    30.6";"    51.0";"    39.5";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"179";"1050010";"1050010";"PV27  ";"2022JJ00";"  1379.1";"     100";"    38.1";"    32.4";"    53.9";"    41.6";"      10";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"180";"1050010";"1050010";"PV27  ";"2023JJ00";"  1404.4";"     100";"    43.4";"    34.8";"    61.5";"    44.4";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"181";"1050010";"1050010";"PV27  ";"2024JJ00";"  1420.0";"     100";"    45.1";"    37.1";"    63.8";"    47.2";"      11";"      10";"       9";"       9";"       9";"       9";"       9";"      10";"      10";"      13"
"192";"1050010";"1050010";"PV28  ";"2021JJ00";"  1704.9";"     100";"    33.6";"    29.9";"    48.2";"    39.0";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"193";"1050010";"1050010";"PV28  ";"2022JJ00";"  1725.4";"     100";"    35.6";"    31.5";"    51.1";"    41.0";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"194";"1050010";"1050010";"PV28  ";"2023JJ00";"  1753.3";"     100";"    40.1";"    34.0";"    57.6";"    43.9";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"195";"1050010";"1050010";"PV28  ";"2024JJ00";"  1773.7";"     100";"    41.8";"    36.3";"    60.0";"    46.7";"      11";"      11";"      10";"       9";"       9";"       9";"      10";"      10";"      10";"      11"
"206";"1050010";"1050010";"PV29  ";"2021JJ00";"   176.0";"     100";"    33.1";"    30.0";"    47.4";"    39.9";"       8";"       9";"      11";"      11";"      11";"      11";"      11";"      10";"      10";"       9"
"207";"1050010";"1050010";"PV29  ";"2022JJ00";"   177.3";"     100";"    34.8";"    31.6";"    49.7";"    41.7";"       8";"       9";"      11";"      11";"      11";"      11";"      11";"      10";"      10";"       8"
"208";"1050010";"1050010";"PV29  ";"2023JJ00";"   179.8";"     100";"    38.9";"    33.9";"    55.6";"    44.6";"       8";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       8"
"209";"1050010";"1050010";"PV29  ";"2024JJ00";"   180.6";"     100";"    41.1";"    36.3";"    58.6";"    47.6";"       8";"      10";"      11";"      11";"      11";"      11";"      11";"      10";"       9";"       8"
"220";"1050010";"1050010";"PV30  ";"2021JJ00";"  1156.5";"     100";"    34.1";"    30.7";"    49.6";"    41.4";"       8";"       9";"      10";"      10";"      10";"      10";"      11";"      11";"      11";"      10"
"221";"1050010";"1050010";"PV30  ";"2022JJ00";"  1171.1";"     100";"    36.0";"    32.4";"    52.3";"    43.4";"       9";"       9";"      10";"      10";"      10";"      10";"      10";"      11";"      11";"      10"
"222";"1050010";"1050010";"PV30  ";"2023JJ00";"  1189.1";"     100";"    40.6";"    34.9";"    59.2";"    46.5";"       8";"       9";"      10";"      10";"      10";"      10";"      11";"      11";"      11";"      10"
"223";"1050010";"1050010";"PV30  ";"2024JJ00";"  1202.6";"     100";"    42.7";"    37.3";"    62.0";"    49.5";"       8";"       9";"      10";"      10";"      10";"      10";"      11";"      11";"      11";"      10"
"234";"1050010";"1050010";"PV31  ";"2021JJ00";"   523.7";"     100";"    31.6";"    28.7";"    44.8";"    37.4";"       9";"      11";"      11";"      11";"      11";"      11";"      10";"      10";"       9";"       7"
"235";"1050010";"1050010";"PV31  ";"2022JJ00";"   528.8";"     100";"    33.2";"    30.1";"    47.1";"    39.0";"       9";"      11";"      12";"      12";"      11";"      10";"      10";"       9";"       9";"       7"
"236";"1050010";"1050010";"PV31  ";"2023JJ00";"   535.0";"     100";"    36.8";"    32.5";"    52.0";"    41.8";"       9";"      11";"      12";"      11";"      11";"      11";"      10";"       9";"       9";"       7"
"237";"1050010";"1050010";"PV31  ";"2024JJ00";"   539.7";"     100";"    38.8";"    34.8";"    54.8";"    44.5";"      10";"      11";"      12";"      11";"      11";"      10";"      10";"       9";"       9";"       7"
"6156";"1050010";"1050015";"PV20  ";"2021JJ00";"   129.3";"      45";"    22.7";"    21.2";"    22.7";"    21.2";"      29";"      15";"      14";"      10";"       9";"       7";"       6";"       4";"       3";"       2"
"6157";"1050010";"1050015";"PV20  ";"2022JJ00";"   132.0";"      45";"    24.1";"    22.5";"    24.0";"    22.5";"      28";"      16";"      15";"      11";"       9";"       7";"       6";"       4";"       3";"       2"
"6158";"1050010";"1050015";"PV20  ";"2023JJ00";"   133.5";"      45";"    26.6";"    24.7";"    26.5";"    24.7";"      27";"      16";"      15";"      11";"       9";"       7";"       6";"       4";"       3";"       2"
"6159";"1050010";"1050015";"PV20  ";"2024JJ00";"   138.9";"      46";"    27.4";"    26.0";"    27.3";"    25.9";"      29";"      15";"      14";"      11";"       9";"       7";"       6";"       4";"       3";"       2"
"6170";"1050010";"1050015";"PV21  ";"2021JJ00";"   107.3";"      36";"    25.2";"    22.8";"    25.1";"    22.8";"      18";"      16";"      16";"      12";"      11";"       9";"       7";"       5";"       3";"       3"
"6171";"1050010";"1050015";"PV21  ";"2022JJ00";"   110.1";"      37";"    26.8";"    24.2";"    26.8";"    24.2";"      17";"      17";"      17";"      13";"      11";"       8";"       7";"       5";"       3";"       2"
"6172";"1050010";"1050015";"PV21  ";"2023JJ00";"   112.2";"      37";"    29.2";"    26.4";"    29.1";"    26.4";"      17";"      17";"      17";"      13";"      11";"       9";"       7";"       5";"       3";"       2"
"6173";"1050010";"1050015";"PV21  ";"2024JJ00";"   114.9";"      38";"    30.6";"    28.1";"    30.5";"    28.0";"      18";"      16";"      17";"      13";"      11";"       9";"       7";"       5";"       3";"       2"
"6184";"1050010";"1050015";"PV22  ";"2021JJ00";"    72.9";"      33";"    26.4";"    23.7";"    26.4";"    23.6";"      14";"      16";"      17";"      13";"      11";"       9";"       8";"       6";"       4";"       3"
"6185";"1050010";"1050015";"PV22  ";"2022JJ00";"    74.1";"      33";"    28.0";"    25.1";"    27.9";"    25.0";"      13";"      16";"      17";"      13";"      11";"       9";"       8";"       6";"       4";"       3"
"6186";"1050010";"1050015";"PV22  ";"2023JJ00";"    75.9";"      34";"    30.4";"    27.2";"    30.3";"    27.1";"      13";"      16";"      18";"      14";"      11";"       9";"       8";"       5";"       3";"       3"
"6187";"1050010";"1050015";"PV22  ";"2024JJ00";"    77.4";"      34";"    32.1";"    29.1";"    32.0";"    29.0";"      14";"      15";"      17";"      14";"      12";"       9";"       8";"       5";"       3";"       2"
"6198";"1050010";"1050015";"PV23  ";"2021JJ00";"   177.0";"      35";"    25.5";"    23.0";"    25.5";"    23.0";"      17";"      17";"      16";"      13";"      11";"       8";"       7";"       5";"       4";"       3"
"6199";"1050010";"1050015";"PV23  ";"2022JJ00";"   180.9";"      35";"    27.1";"    24.4";"    27.1";"    24.4";"      16";"      17";"      17";"      13";"      11";"       8";"       7";"       5";"       4";"       3"
"6200";"1050010";"1050015";"PV23  ";"2023JJ00";"   185.2";"      36";"    29.8";"    26.7";"    29.8";"    26.7";"      16";"      16";"      16";"      13";"      11";"       9";"       7";"       5";"       3";"       2"
"6201";"1050010";"1050015";"PV23  ";"2024JJ00";"   188.7";"      36";"    31.5";"    28.4";"    31.4";"    28.4";"      17";"      16";"      16";"      14";"      11";"       9";"       7";"       5";"       3";"       2"
"6212";"1050010";"1050015";"PV24  ";"2021JJ00";"    55.7";"      31";"    27.0";"    24.1";"    27.0";"    24.1";"      14";"      16";"      15";"      12";"      10";"       9";"       8";"       7";"       5";"       4"
"6213";"1050010";"1050015";"PV24  ";"2022JJ00";"    57.9";"      32";"    28.6";"    25.6";"    28.6";"    25.6";"      13";"      16";"      16";"      12";"      11";"       9";"       8";"       7";"       5";"       4"
"6214";"1050010";"1050015";"PV24  ";"2023JJ00";"    60.7";"      32";"    30.8";"    27.9";"    30.8";"    27.8";"      14";"      16";"      15";"      12";"      11";"       9";"       8";"       6";"       5";"       4"
"6215";"1050010";"1050015";"PV24  ";"2024JJ00";"    62.3";"      33";"    32.4";"    29.9";"    32.4";"    29.9";"      15";"      15";"      14";"      13";"      11";"      10";"       8";"       6";"       5";"       3"
"6226";"1050010";"1050015";"PV25  ";"2021JJ00";"   332.3";"      36";"    25.8";"    23.3";"    25.8";"    23.3";"      18";"      15";"      15";"      12";"      10";"       8";"       7";"       6";"       4";"       3"
"6227";"1050010";"1050015";"PV25  ";"2022JJ00";"   339.2";"      36";"    27.5";"    24.6";"    27.5";"    24.6";"      17";"      15";"      16";"      12";"      11";"       8";"       7";"       6";"       4";"       3"
"6228";"1050010";"1050015";"PV25  ";"2023JJ00";"   347.6";"      36";"    30.4";"    26.9";"    30.3";"    26.8";"      17";"      15";"      16";"      13";"      11";"       9";"       7";"       5";"       4";"       3"
"6229";"1050010";"1050015";"PV25  ";"2024JJ00";"   356.1";"      37";"    31.8";"    28.5";"    31.7";"    28.5";"      18";"      15";"      15";"      13";"      11";"       9";"       7";"       5";"       4";"       3"
"6240";"1050010";"1050015";"PV26  ";"2021JJ00";"   230.8";"      38";"    28.0";"    25.0";"    28.0";"    25.0";"      18";"      13";"      12";"      11";"      10";"       9";"       8";"       7";"       6";"       6"
"6241";"1050010";"1050015";"PV26  ";"2022JJ00";"   234.5";"      38";"    29.6";"    26.4";"    29.6";"    26.4";"      18";"      13";"      13";"      11";"      11";"       9";"       8";"       7";"       6";"       5"
"6242";"1050010";"1050015";"PV26  ";"2023JJ00";"   241.2";"      39";"    32.6";"    28.5";"    32.6";"    28.5";"      18";"      13";"      13";"      12";"      11";"       9";"       8";"       7";"       6";"       5"
"6243";"1050010";"1050015";"PV26  ";"2024JJ00";"   249.2";"      39";"    33.8";"    30.2";"    33.8";"    30.2";"      19";"      13";"      12";"      12";"      11";"       9";"       8";"       6";"       5";"       5"
"6254";"1050010";"1050015";"PV27  ";"2021JJ00";"   567.6";"      42";"    29.3";"    24.3";"    29.3";"    24.3";"      17";"      15";"      13";"      10";"       9";"       8";"       7";"       7";"       6";"       7"
"6255";"1050010";"1050015";"PV27  ";"2022JJ00";"   581.2";"      42";"    31.1";"    25.8";"    31.0";"    25.8";"      16";"      16";"      14";"      10";"      10";"       8";"       7";"       7";"       6";"       7"
"6256";"1050010";"1050015";"PV27  ";"2023JJ00";"   599.0";"      43";"    34.6";"    28.1";"    34.6";"    28.0";"      18";"      14";"      13";"      11";"      10";"       9";"       7";"       6";"       6";"       6"
"6257";"1050010";"1050015";"PV27  ";"2024JJ00";"   608.4";"      43";"    35.6";"    29.9";"    35.5";"    29.9";"      18";"      14";"      13";"      11";"      10";"       9";"       7";"       6";"       5";"       6"
"6268";"1050010";"1050015";"PV28  ";"2021JJ00";"   671.9";"      39";"    26.9";"    23.5";"    26.9";"    23.5";"      19";"      15";"      14";"      10";"       9";"       8";"       7";"       7";"       5";"       5"
"6269";"1050010";"1050015";"PV28  ";"2022JJ00";"   688.2";"      40";"    28.6";"    24.9";"    28.6";"    24.9";"      18";"      16";"      14";"      11";"      10";"       8";"       7";"       6";"       5";"       5"
"6270";"1050010";"1050015";"PV28  ";"2023JJ00";"   708.2";"      40";"    31.5";"    27.2";"    31.5";"    27.2";"      18";"      16";"      14";"      11";"      10";"       9";"       7";"       6";"       5";"       4"
"6271";"1050010";"1050015";"PV28  ";"2024JJ00";"   720.8";"      41";"    32.5";"    29.0";"    32.5";"    29.0";"      19";"      15";"      14";"      11";"      10";"       9";"       7";"       6";"       5";"       4"
"6282";"1050010";"1050015";"PV29  ";"2021JJ00";"    63.7";"      36";"    27.3";"    24.2";"    27.3";"    24.2";"      14";"      15";"      16";"      12";"      11";"       9";"       8";"       7";"       5";"       4"
"6283";"1050010";"1050015";"PV29  ";"2022JJ00";"    64.9";"      37";"    29.0";"    25.8";"    28.9";"    25.8";"      13";"      15";"      16";"      13";"      11";"       9";"       8";"       7";"       5";"       4"
"6284";"1050010";"1050015";"PV29  ";"2023JJ00";"    66.7";"      37";"    31.5";"    27.9";"    31.5";"    27.9";"      13";"      15";"      16";"      13";"      11";"       9";"       8";"       6";"       4";"       3"
"6285";"1050010";"1050015";"PV29  ";"2024JJ00";"    67.3";"      37";"    33.1";"    29.8";"    33.0";"    29.8";"      14";"      14";"      16";"      13";"      11";"       9";"       8";"       6";"       4";"       3"
"6296";"1050010";"1050015";"PV30  ";"2021JJ00";"   409.6";"      35";"    26.9";"    23.9";"    26.9";"    23.9";"      16";"      15";"      15";"      12";"      11";"       9";"       8";"       6";"       5";"       4"
"6297";"1050010";"1050015";"PV30  ";"2022JJ00";"   420.7";"      36";"    28.6";"    25.4";"    28.5";"    25.4";"      15";"      15";"      16";"      12";"      11";"       9";"       8";"       6";"       5";"       4"
"6298";"1050010";"1050015";"PV30  ";"2023JJ00";"   432.5";"      36";"    31.5";"    27.6";"    31.4";"    27.6";"      15";"      15";"      16";"      13";"      11";"       9";"       8";"       6";"       4";"       4"
"6299";"1050010";"1050015";"PV30  ";"2024JJ00";"   441.2";"      37";"    33.1";"    29.4";"    33.0";"    29.4";"      16";"      14";"      15";"      13";"      11";"       9";"       7";"       6";"       4";"       3"
"6310";"1050010";"1050015";"PV31  ";"2021JJ00";"   196.0";"      37";"    25.4";"    23.0";"    25.4";"    22.9";"      16";"      17";"      16";"      13";"      11";"       8";"       7";"       5";"       4";"       3"
"6311";"1050010";"1050015";"PV31  ";"2022JJ00";"   201.2";"      38";"    26.9";"    24.3";"    26.8";"    24.2";"      16";"      17";"      17";"      13";"      11";"       8";"       7";"       5";"       3";"       3"
"6312";"1050010";"1050015";"PV31  ";"2023JJ00";"   206.5";"      39";"    29.4";"    26.5";"    29.4";"    26.4";"      16";"      17";"      17";"      14";"      11";"       8";"       7";"       5";"       3";"       3"
"6313";"1050010";"1050015";"PV31  ";"2024JJ00";"   210.9";"      39";"    30.8";"    28.1";"    30.7";"    28.0";"      17";"      16";"      17";"      13";"      11";"       8";"       7";"       5";"       3";"       2"
"12232";"1050010";"1016010";"PV20  ";"2021JJ00";"   160.6";"      55";"    33.9";"    30.9";"    54.4";"    48.9";"       7";"       9";"       9";"      11";"      11";"      11";"      11";"      11";"      11";"       9"
"12233";"1050010";"1016010";"PV20  ";"2022JJ00";"   160.4";"      55";"    35.5";"    32.8";"    56.9";"    51.7";"       8";"       9";"       9";"      11";"      11";"      12";"      11";"      11";"      11";"       9"
"12234";"1050010";"1016010";"PV20  ";"2023JJ00";"   161.4";"      55";"    38.9";"    35.6";"    62.5";"    56.1";"       7";"       9";"       9";"      10";"      11";"      12";"      11";"      12";"      11";"       9"
"12235";"1050010";"1016010";"PV20  ";"2024JJ00";"   161.3";"      54";"    41.4";"    38.4";"    66.5";"    60.3";"       6";"       9";"       9";"      10";"      11";"      12";"      12";"      12";"      11";"       9"
"12246";"1050010";"1016010";"PV21  ";"2021JJ00";"   186.9";"      64";"    34.0";"    31.4";"    55.3";"    50.5";"       5";"       8";"       9";"      11";"      12";"      13";"      12";"      12";"      10";"       8"
"12247";"1050010";"1016010";"PV21  ";"2022JJ00";"   186.9";"      63";"    36.0";"    33.2";"    58.7";"    53.3";"       6";"       8";"       8";"      11";"      12";"      13";"      12";"      12";"      10";"       8"
"12248";"1050010";"1016010";"PV21  ";"2023JJ00";"   187.8";"      63";"    39.8";"    35.9";"    64.9";"    57.5";"       5";"       8";"       9";"      11";"      12";"      13";"      12";"      12";"      10";"       8"
"12249";"1050010";"1016010";"PV21  ";"2024JJ00";"   188.1";"      62";"    42.3";"    38.7";"    68.8";"    61.8";"       4";"       8";"       9";"      11";"      12";"      13";"      13";"      12";"      11";"       9"
"12260";"1050010";"1016010";"PV22  ";"2021JJ00";"   146.8";"      67";"    35.3";"    32.4";"    57.1";"    51.7";"       4";"       7";"       8";"      11";"      12";"      13";"      13";"      12";"      11";"       9"
"12261";"1050010";"1016010";"PV22  ";"2022JJ00";"   147.2";"      67";"    37.1";"    34.2";"    60.2";"    54.6";"       5";"       7";"       8";"      11";"      12";"      13";"      13";"      12";"      12";"       9"
"12262";"1050010";"1016010";"PV22  ";"2023JJ00";"   148.0";"      66";"    41.1";"    37.1";"    66.7";"    59.1";"       5";"       7";"       8";"      10";"      11";"      13";"      13";"      13";"      12";"      10"
"12263";"1050010";"1016010";"PV22  ";"2024JJ00";"   148.3";"      66";"    43.7";"    40.0";"    70.8";"    63.6";"       4";"       7";"       8";"      10";"      11";"      13";"      13";"      13";"      12";"      10"
"12274";"1050010";"1016010";"PV23  ";"2021JJ00";"   331.0";"      65";"    35.6";"    32.7";"    58.9";"    53.3";"       5";"       7";"       8";"      10";"      11";"      12";"      13";"      13";"      12";"      10"
"12275";"1050010";"1016010";"PV23  ";"2022JJ00";"   331.7";"      65";"    37.8";"    34.6";"    62.5";"    56.5";"       5";"       7";"       7";"      10";"      11";"      12";"      13";"      13";"      12";"      10"
"12276";"1050010";"1016010";"PV23  ";"2023JJ00";"   333.8";"      64";"    42.6";"    37.6";"    70.7";"    61.1";"       5";"       7";"       7";"      10";"      11";"      12";"      13";"      13";"      12";"      10"
"12277";"1050010";"1016010";"PV23  ";"2024JJ00";"   335.2";"      64";"    45.2";"    40.5";"    74.8";"    65.7";"       4";"       7";"       8";"       9";"      11";"      12";"      13";"      13";"      13";"      10"
"12288";"1050010";"1016010";"PV24  ";"2021JJ00";"   122.1";"      69";"    35.9";"    33.1";"    59.5";"    54.4";"       5";"       7";"       7";"      10";"      11";"      12";"      12";"      13";"      13";"      11"
"12289";"1050010";"1016010";"PV24  ";"2022JJ00";"   124.0";"      68";"    38.0";"    35.3";"    63.1";"    57.8";"       6";"       6";"       7";"      10";"      11";"      12";"      12";"      13";"      13";"      11"
"12290";"1050010";"1016010";"PV24  ";"2023JJ00";"   126.1";"      68";"    42.0";"    38.3";"    69.7";"    62.7";"       5";"       6";"       7";"       9";"      11";"      12";"      12";"      13";"      13";"      12"
"12291";"1050010";"1016010";"PV24  ";"2024JJ00";"   127.6";"      67";"    44.4";"    41.1";"    73.6";"    67.0";"       4";"       6";"       7";"       9";"      10";"      12";"      13";"      13";"      13";"      12"
"12302";"1050010";"1016010";"PV25  ";"2021JJ00";"   598.0";"      64";"    37.1";"    33.8";"    60.9";"    54.6";"       4";"       6";"       7";"       9";"      11";"      12";"      12";"      13";"      13";"      12"
"12303";"1050010";"1016010";"PV25  ";"2022JJ00";"   600.8";"      64";"    39.3";"    35.7";"    64.5";"    57.7";"       5";"       6";"       7";"       9";"      10";"      12";"      12";"      13";"      13";"      12"
"12304";"1050010";"1016010";"PV25  ";"2023JJ00";"   604.8";"      64";"    44.4";"    38.7";"    72.8";"    62.4";"       4";"       6";"       7";"       9";"      10";"      12";"      12";"      13";"      13";"      12"
"12305";"1050010";"1016010";"PV25  ";"2024JJ00";"   608.5";"      63";"    46.8";"    41.6";"    76.6";"    66.9";"       4";"       7";"       7";"       9";"      10";"      12";"      13";"      13";"      14";"      13"
"12316";"1050010";"1016010";"PV26  ";"2021JJ00";"   377.7";"      62";"    41.2";"    36.8";"    68.0";"    59.9";"       5";"       6";"       6";"       7";"       8";"      10";"      11";"      13";"      16";"      19"
"12317";"1050010";"1016010";"PV26  ";"2022JJ00";"   379.8";"      62";"    43.6";"    38.9";"    71.9";"    63.3";"       5";"       5";"       5";"       7";"       8";"      10";"      11";"      13";"      16";"      19"
"12318";"1050010";"1016010";"PV26  ";"2023JJ00";"   383.2";"      61";"    49.7";"    42.0";"    81.9";"    68.2";"       5";"       5";"       5";"       7";"       8";"      10";"      11";"      13";"      16";"      19"
"12319";"1050010";"1016010";"PV26  ";"2024JJ00";"   385.7";"      61";"    51.8";"    45.0";"    85.3";"    73.0";"       4";"       6";"       6";"       7";"       8";"      10";"      11";"      13";"      16";"      19"
"12330";"1050010";"1016010";"PV27  ";"2021JJ00";"   794.5";"      58";"    40.7";"    35.1";"    66.5";"    56.4";"       6";"       7";"       7";"       8";"       9";"      10";"      11";"      12";"      14";"      18"
"12331";"1050010";"1016010";"PV27  ";"2022JJ00";"   797.9";"      58";"    43.2";"    37.2";"    70.6";"    59.8";"       6";"       6";"       6";"       8";"       9";"      10";"      11";"      12";"      14";"      18"
"12332";"1050010";"1016010";"PV27  ";"2023JJ00";"   805.5";"      57";"    50.0";"    40.3";"    81.5";"    64.6";"       6";"       6";"       6";"       8";"       9";"      10";"      11";"      12";"      14";"      18"
"12333";"1050010";"1016010";"PV27  ";"2024JJ00";"   811.6";"      57";"    52.3";"    43.1";"    85.0";"    68.9";"       6";"       7";"       7";"       8";"       9";"      10";"      11";"      12";"      14";"      18"
"12344";"1050010";"1016010";"PV28  ";"2021JJ00";"  1033.0";"      61";"    37.9";"    34.0";"    62.1";"    54.8";"       6";"       7";"       7";"       9";"       9";"      10";"      11";"      12";"      14";"      14"
"12345";"1050010";"1016010";"PV28  ";"2022JJ00";"  1037.2";"      60";"    40.3";"    36.0";"    66.0";"    58.0";"       7";"       7";"       7";"       8";"       9";"      10";"      11";"      12";"      14";"      15"
"12346";"1050010";"1016010";"PV28  ";"2023JJ00";"  1045.1";"      60";"    45.9";"    39.0";"    75.2";"    62.8";"       7";"       7";"       7";"       8";"       9";"      10";"      11";"      12";"      14";"      15"
