"ID";"Populatie";"KenmerkenVanHuishoudens";"RegioS";"Perioden";"ParticuliereHuishoudens_1";"ParticuliereHuishoudensRelatief_2";"GemiddeldGestandaardiseerdInkomen_3";"MediaanGestandaardiseerdInkomen_4";"GemiddeldBesteedbaarInkomen_5";"MediaanBesteedbaarInkomen_6";"GestandaardiseerdInkomen1e10Groep_7";"GestandaardiseerdInkomen2e10Groep_8";"GestandaardiseerdInkomen3e10Groep_9";"GestandaardiseerdInkomen4e10Groep_10";"GestandaardiseerdInkomen5e10Groep_11";"GestandaardiseerdInkomen6e10Groep_12";"GestandaardiseerdInkomen7e10Groep_13";"GestandaardiseerdInkomen8e10Groep_14";"GestandaardiseerdInkomen9e10Groep_15";"GestandaardiseerdInkomen10e10Groep_16"
"127691";"1050010";"1014800";"PV21  ";"2022JJ00";"   185.5";"      62";"    38.3";"    35.1";"    57.6";"    51.7";"       2";"       3";"       6";"      12";"      14";"      15";"      15";"      13";"      12";"       9"
"127692";"1050010";"1014800";"PV21  ";"2023JJ00";"   186.4";"      62";"    42.2";"    37.7";"    63.6";"    55.6";"       2";"       3";"       7";"      11";"      13";"      15";"      15";"      13";"      12";"       9"
"127693";"1050010";"1014800";"PV21  ";"2024JJ00";"   186.5";"      62";"    44.7";"    40.5";"    67.1";"    59.4";"       2";"       3";"       7";"      11";"      13";"      15";"      15";"      13";"      12";"       9"
"127704";"1050010";"1014800";"PV22  ";"2021JJ00";"   147.1";"      67";"    37.4";"    34.1";"    56.4";"    50.5";"       2";"       3";"       6";"      11";"      13";"      15";"      15";"      14";"      13";"      10"
"127705";"1050010";"1014800";"PV22  ";"2022JJ00";"   148.6";"      67";"    39.2";"    35.9";"    59.0";"    53.0";"       2";"       3";"       6";"      11";"      13";"      15";"      15";"      14";"      13";"      10"
"127706";"1050010";"1014800";"PV22  ";"2023JJ00";"   149.5";"      67";"    43.4";"    38.7";"    65.4";"    57.2";"       2";"       3";"       6";"      10";"      13";"      15";"      15";"      14";"      13";"      10"
"127707";"1050010";"1014800";"PV22  ";"2024JJ00";"   150.1";"      67";"    45.8";"    41.6";"    68.9";"    61.2";"       2";"       3";"       6";"      10";"      12";"      14";"      15";"      14";"      13";"      10"
"127718";"1050010";"1014800";"PV23  ";"2021JJ00";"   310.4";"      61";"    38.4";"    34.9";"    59.6";"    53.5";"       2";"       2";"       5";"      10";"      13";"      14";"      15";"      15";"      14";"      11"
"127719";"1050010";"1014800";"PV23  ";"2022JJ00";"   313.8";"      61";"    40.6";"    36.7";"    62.9";"    56.4";"       2";"       2";"       5";"      10";"      13";"      14";"      15";"      15";"      14";"      11"
"127720";"1050010";"1014800";"PV23  ";"2023JJ00";"   316.2";"      61";"    46.0";"    39.6";"    71.3";"    60.8";"       2";"       2";"       5";"       9";"      12";"      14";"      15";"      15";"      14";"      11"
"127721";"1050010";"1014800";"PV23  ";"2024JJ00";"   317.5";"      61";"    48.6";"    42.5";"    75.2";"    65.1";"       2";"       2";"       5";"       9";"      12";"      14";"      15";"      15";"      14";"      11"
"127732";"1050010";"1014800";"PV24  ";"2021JJ00";"   113.4";"      64";"    38.8";"    35.6";"    60.1";"    54.5";"       2";"       3";"       4";"       9";"      11";"      14";"      15";"      15";"      15";"      13"
"127733";"1050010";"1014800";"PV24  ";"2022JJ00";"   115.4";"      63";"    41.0";"    37.7";"    63.5";"    57.7";"       2";"       2";"       4";"       9";"      12";"      13";"      15";"      15";"      15";"      13"
"127734";"1050010";"1014800";"PV24  ";"2023JJ00";"   116.5";"      62";"    45.2";"    40.7";"    70.0";"    62.6";"       2";"       2";"       4";"       8";"      11";"      13";"      15";"      15";"      15";"      14"
"127735";"1050010";"1014800";"PV24  ";"2024JJ00";"   117.7";"      62";"    47.5";"    43.5";"    73.5";"    66.6";"       2";"       3";"       5";"       8";"      11";"      13";"      15";"      15";"      15";"      14"
"127746";"1050010";"1014800";"PV25  ";"2021JJ00";"   559.3";"      60";"    40.1";"    36.1";"    61.6";"    54.8";"       2";"       2";"       4";"       9";"      12";"      13";"      15";"      15";"      15";"      14"
"127747";"1050010";"1014800";"PV25  ";"2022JJ00";"   566.0";"      60";"    42.4";"    38.0";"    64.9";"    57.6";"       2";"       2";"       4";"       9";"      11";"      13";"      15";"      15";"      15";"      14"
"127748";"1050010";"1014800";"PV25  ";"2023JJ00";"   569.9";"      60";"    48.1";"    40.9";"    73.7";"    62.1";"       2";"       2";"       4";"       9";"      11";"      13";"      15";"      15";"      15";"      14"
"127749";"1050010";"1014800";"PV25  ";"2024JJ00";"   573.0";"      59";"    50.5";"    43.8";"    77.1";"    66.3";"       2";"       2";"       5";"       8";"      11";"      13";"      15";"      15";"      15";"      14"
"127760";"1050010";"1014800";"PV26  ";"2021JJ00";"   343.6";"      56";"    45.3";"    39.7";"    69.5";"    60.3";"       2";"       1";"       3";"       6";"       9";"      11";"      13";"      15";"      18";"      22"
"127761";"1050010";"1014800";"PV26  ";"2022JJ00";"   347.9";"      57";"    47.8";"    41.8";"    73.2";"    63.5";"       2";"       1";"       3";"       6";"       9";"      11";"      13";"      15";"      18";"      22"
"127762";"1050010";"1014800";"PV26  ";"2023JJ00";"   350.5";"      56";"    54.8";"    44.9";"    83.9";"    68.3";"       2";"       1";"       3";"       6";"       8";"      11";"      13";"      15";"      18";"      22"
"127763";"1050010";"1014800";"PV26  ";"2024JJ00";"   353.2";"      56";"    56.8";"    47.9";"    86.7";"    72.7";"       2";"       2";"       3";"       6";"       8";"      11";"      13";"      15";"      18";"      22"
"127774";"1050010";"1014800";"PV27  ";"2021JJ00";"   683.1";"      50";"    46.4";"    38.9";"    69.5";"    57.4";"       2";"       2";"       3";"       6";"       9";"      11";"      13";"      15";"      17";"      22"
"127775";"1050010";"1014800";"PV27  ";"2022JJ00";"   691.8";"      50";"    49.0";"    41.1";"    73.2";"    60.5";"       2";"       2";"       3";"       7";"       9";"      11";"      13";"      14";"      17";"      23"
"127776";"1050010";"1014800";"PV27  ";"2023JJ00";"   696.2";"      50";"    57.6";"    44.1";"    86.1";"    65.1";"       2";"       2";"       3";"       6";"       9";"      11";"      13";"      14";"      17";"      23"
"127777";"1050010";"1014800";"PV27  ";"2024JJ00";"   701.6";"      49";"    59.5";"    46.9";"    88.7";"    69.0";"       2";"       2";"       4";"       6";"       9";"      11";"      13";"      14";"      17";"      22"
"127788";"1050010";"1014800";"PV28  ";"2021JJ00";"   880.0";"      52";"    43.1";"    38.2";"    65.3";"    56.8";"       2";"       2";"       3";"       7";"       9";"      12";"      14";"      15";"      17";"      19"
"127789";"1050010";"1014800";"PV28  ";"2022JJ00";"   890.0";"      52";"    45.6";"    40.2";"    69.1";"    59.9";"       2";"       2";"       3";"       7";"       9";"      12";"      14";"      15";"      17";"      19"
"127790";"1050010";"1014800";"PV28  ";"2023JJ00";"   896.4";"      51";"    52.4";"    43.2";"    79.3";"    64.4";"       2";"       2";"       4";"       7";"       9";"      12";"      14";"      15";"      17";"      19"
"127791";"1050010";"1014800";"PV28  ";"2024JJ00";"   904.4";"      51";"    54.3";"    46.0";"    82.2";"    68.4";"       2";"       2";"       4";"       7";"       9";"      12";"      14";"      15";"      17";"      19"
"127802";"1050010";"1014800";"PV29  ";"2021JJ00";"   119.1";"      68";"    38.3";"    34.8";"    56.9";"    50.1";"       2";"       3";"       5";"      10";"      12";"      13";"      15";"      14";"      13";"      12"
"127803";"1050010";"1014800";"PV29  ";"2022JJ00";"   120.3";"      68";"    40.0";"    36.5";"    59.4";"    52.3";"       2";"       2";"       5";"      11";"      12";"      13";"      15";"      14";"      13";"      12"
"127804";"1050010";"1014800";"PV29  ";"2023JJ00";"   121.2";"      67";"    45.3";"    39.0";"    67.1";"    56.0";"       3";"       3";"       6";"      10";"      12";"      14";"      14";"      14";"      13";"      12"
"127805";"1050010";"1014800";"PV29  ";"2024JJ00";"   121.5";"      67";"    47.7";"    41.7";"    70.5";"    59.5";"       3";"       3";"       6";"      10";"      12";"      14";"      14";"      14";"      13";"      12"
"127816";"1050010";"1014800";"PV30  ";"2021JJ00";"   701.5";"      61";"    41.2";"    36.8";"    62.8";"    55.4";"       2";"       2";"       4";"       8";"      11";"      13";"      14";"      15";"      16";"      15"
"127817";"1050010";"1014800";"PV30  ";"2022JJ00";"   710.2";"      61";"    43.4";"    38.8";"    66.2";"    58.2";"       2";"       2";"       4";"       9";"      11";"      13";"      14";"      15";"      16";"      15"
"127818";"1050010";"1014800";"PV30  ";"2023JJ00";"   715.2";"      60";"    49.8";"    41.6";"    75.9";"    62.6";"       2";"       2";"       4";"       8";"      11";"      13";"      14";"      15";"      16";"      16"
"127819";"1050010";"1014800";"PV30  ";"2024JJ00";"   719.6";"      60";"    52.2";"    44.5";"    79.3";"    66.8";"       2";"       2";"       4";"       8";"      10";"      13";"      14";"      15";"      16";"      16"
"127830";"1050010";"1014800";"PV31  ";"2021JJ00";"   320.5";"      61";"    37.9";"    34.4";"    56.4";"    50.0";"       2";"       3";"       5";"      11";"      13";"      14";"      14";"      14";"      13";"      11"
"127831";"1050010";"1014800";"PV31  ";"2022JJ00";"   322.7";"      61";"    39.8";"    36.2";"    59.1";"    52.4";"       2";"       2";"       5";"      11";"      13";"      14";"      14";"      14";"      13";"      11"
"127832";"1050010";"1014800";"PV31  ";"2023JJ00";"   324.1";"      61";"    44.3";"    38.9";"    65.7";"    56.4";"       2";"       3";"       6";"      10";"      12";"      14";"      14";"      14";"      13";"      11"
"127833";"1050010";"1014800";"PV31  ";"2024JJ00";"   324.4";"      60";"    46.9";"    41.8";"    69.4";"    60.1";"       2";"       3";"       6";"      10";"      12";"      14";"      14";"      14";"      13";"      11"
"133752";"1050010";"1014850";"PV20  ";"2021JJ00";"   137.3";"      47";"    19.7";"    19.0";"    24.0";"    21.5";"      33";"      21";"      17";"      10";"       7";"       4";"       3";"       2";"       2";"       1"
"133753";"1050010";"1014850";"PV20  ";"2022JJ00";"   138.5";"      47";"    21.1";"    20.5";"    25.5";"    22.8";"      33";"      21";"      17";"      10";"       7";"       4";"       3";"       2";"       1";"       1"
"133754";"1050010";"1014850";"PV20  ";"2023JJ00";"   140.0";"      47";"    23.3";"    22.6";"    28.2";"    25.2";"      31";"      21";"      17";"      11";"       7";"       5";"       3";"       2";"       1";"       1"
"133755";"1050010";"1014850";"PV20  ";"2024JJ00";"   144.8";"      48";"    24.5";"    23.6";"    29.7";"    26.4";"      32";"      21";"      16";"      11";"       8";"       5";"       3";"       2";"       1";"       1"
"133766";"1050010";"1014850";"PV21  ";"2021JJ00";"   110.3";"      37";"    21.5";"    20.3";"    27.0";"    23.1";"      23";"      24";"      20";"      12";"       8";"       5";"       3";"       2";"       1";"       1"
"133767";"1050010";"1014850";"PV21  ";"2022JJ00";"   111.5";"      38";"    23.2";"    21.6";"    29.0";"    24.5";"      23";"      24";"      20";"      12";"       8";"       5";"       3";"       2";"       1";"       1"
"133768";"1050010";"1014850";"PV21  ";"2023JJ00";"   113.6";"      38";"    25.3";"    23.8";"    31.7";"    27.0";"      21";"      24";"      20";"      13";"       8";"       5";"       3";"       2";"       1";"       1"
"133769";"1050010";"1014850";"PV21  ";"2024JJ00";"   116.6";"      38";"    26.9";"    25.3";"    33.8";"    28.7";"      22";"      23";"      19";"      13";"       9";"       5";"       3";"       2";"       2";"       1"
"133780";"1050010";"1014850";"PV22  ";"2021JJ00";"    72.6";"      33";"    22.0";"    20.7";"    27.7";"    23.7";"      19";"      24";"      22";"      13";"       8";"       5";"       3";"       2";"       1";"       1"
"133781";"1050010";"1014850";"PV22  ";"2022JJ00";"    72.8";"      33";"    23.6";"    21.9";"    29.7";"    25.1";"      19";"      25";"      22";"      13";"       8";"       5";"       3";"       2";"       1";"       1"
"133782";"1050010";"1014850";"PV22  ";"2023JJ00";"    74.4";"      33";"    25.6";"    24.1";"    32.3";"    27.5";"      19";"      25";"      22";"      13";"       9";"       5";"       3";"       2";"       1";"       1"
"133783";"1050010";"1014850";"PV22  ";"2024JJ00";"    75.5";"      33";"    27.5";"    25.7";"    34.9";"    29.4";"      18";"      24";"      21";"      14";"       9";"       6";"       3";"       2";"       1";"       1"
"133794";"1050010";"1014850";"PV23  ";"2021JJ00";"   197.6";"      39";"    22.1";"    20.8";"    27.9";"    23.8";"      21";"      23";"      19";"      13";"       9";"       6";"       4";"       3";"       2";"       1"
"133795";"1050010";"1014850";"PV23  ";"2022JJ00";"   198.8";"      39";"    23.6";"    22.1";"    29.7";"    25.3";"      21";"      23";"      20";"      12";"       9";"       6";"       4";"       3";"       2";"       1"
"133796";"1050010";"1014850";"PV23  ";"2023JJ00";"   202.9";"      39";"    25.7";"    24.3";"    32.3";"    27.8";"      20";"      23";"      19";"      13";"       9";"       6";"       4";"       3";"       2";"       1"
"133797";"1050010";"1014850";"PV23  ";"2024JJ00";"   206.5";"      39";"    27.4";"    25.9";"    34.6";"    29.6";"      20";"      22";"      19";"      13";"      10";"       6";"       4";"       3";"       2";"       1"
"133808";"1050010";"1014850";"PV24  ";"2021JJ00";"    64.4";"      36";"    23.1";"    21.5";"    30.4";"    25.6";"      18";"      22";"      19";"      14";"       9";"       6";"       4";"       3";"       2";"       2"
"133809";"1050010";"1014850";"PV24  ";"2022JJ00";"    66.5";"      37";"    24.7";"    22.8";"    32.4";"    27.4";"      18";"      22";"      19";"      13";"       9";"       7";"       5";"       3";"       2";"       2"
"133810";"1050010";"1014850";"PV24  ";"2023JJ00";"    70.3";"      38";"    27.1";"    25.2";"    35.6";"    30.0";"      17";"      21";"      18";"      14";"      10";"       7";"       5";"       4";"       3";"       1"
"133811";"1050010";"1014850";"PV24  ";"2024JJ00";"    72.2";"      38";"    28.9";"    27.1";"    38.1";"    32.1";"      17";"      20";"      17";"      14";"      11";"       7";"       5";"       4";"       3";"       1"
"133822";"1050010";"1014850";"PV25  ";"2021JJ00";"   371.0";"      40";"    22.4";"    21.1";"    28.4";"    24.3";"      21";"      21";"      19";"      13";"       9";"       6";"       4";"       3";"       2";"       1"
"133823";"1050010";"1014850";"PV25  ";"2022JJ00";"   374.0";"      40";"    23.9";"    22.4";"    30.2";"    25.8";"      21";"      22";"      19";"      12";"       9";"       6";"       4";"       3";"       2";"       1"
"133824";"1050010";"1014850";"PV25  ";"2023JJ00";"   382.5";"      40";"    26.1";"    24.6";"    33.0";"    28.2";"      20";"      21";"      19";"      13";"       9";"       6";"       4";"       3";"       2";"       1"
"133825";"1050010";"1014850";"PV25  ";"2024JJ00";"   391.6";"      41";"    27.7";"    26.2";"    35.1";"    30.0";"      20";"      21";"      18";"      13";"      10";"       7";"       5";"       3";"       2";"       1"
"133836";"1050010";"1014850";"PV26  ";"2021JJ00";"   264.8";"      44";"    24.3";"    22.4";"    31.2";"    26.5";"      20";"      17";"      16";"      13";"      10";"       8";"       6";"       5";"       4";"       3"
"133837";"1050010";"1014850";"PV26  ";"2022JJ00";"   266.4";"      43";"    25.8";"    23.6";"    32.9";"    28.0";"      20";"      17";"      16";"      12";"      10";"       8";"       6";"       5";"       4";"       2"
"133838";"1050010";"1014850";"PV26  ";"2023JJ00";"   274.0";"      44";"    28.1";"    25.9";"    35.9";"    30.3";"      20";"      17";"      15";"      13";"      10";"       8";"       6";"       5";"       4";"       2"
"133839";"1050010";"1014850";"PV26  ";"2024JJ00";"   281.7";"      44";"    29.7";"    27.6";"    38.0";"    32.2";"      20";"      17";"      15";"      13";"      10";"       8";"       6";"       5";"       4";"       2"
"133850";"1050010";"1014850";"PV27  ";"2021JJ00";"   678.9";"      50";"    25.5";"    22.2";"    32.4";"    26.3";"      19";"      19";"      16";"      12";"       9";"       7";"       6";"       5";"       4";"       4"
"133851";"1050010";"1014850";"PV27  ";"2022JJ00";"   687.3";"      50";"    27.2";"    23.5";"    34.5";"    28.0";"      19";"      19";"      16";"      11";"       9";"       7";"       6";"       5";"       4";"       4"
"133852";"1050010";"1014850";"PV27  ";"2023JJ00";"   708.2";"      50";"    29.5";"    25.9";"    37.4";"    30.4";"      20";"      17";"      15";"      12";"      10";"       7";"       6";"       5";"       4";"       4"
"133853";"1050010";"1014850";"PV27  ";"2024JJ00";"   718.3";"      51";"    31.1";"    27.7";"    39.5";"    32.4";"      19";"      18";"      15";"      12";"      10";"       8";"       6";"       5";"       4";"       4"
"133864";"1050010";"1014850";"PV28  ";"2021JJ00";"   824.9";"      48";"    23.4";"    21.5";"    30.0";"    25.5";"      21";"      20";"      17";"      12";"       9";"       7";"       5";"       4";"       3";"       2"
"133865";"1050010";"1014850";"PV28  ";"2022JJ00";"   835.4";"      48";"    25.0";"    22.8";"    31.9";"    27.1";"      21";"      20";"      17";"      12";"       9";"       7";"       5";"       4";"       3";"       2"
"133866";"1050010";"1014850";"PV28  ";"2023JJ00";"   856.8";"      49";"    27.2";"    25.1";"    34.8";"    29.6";"      20";"      20";"      16";"      12";"      10";"       7";"       5";"       4";"       3";"       2"
"133867";"1050010";"1014850";"PV28  ";"2024JJ00";"   869.4";"      49";"    28.9";"    26.7";"    37.0";"    31.4";"      20";"      19";"      16";"      12";"      10";"       7";"       5";"       4";"       3";"       2"
"133878";"1050010";"1014850";"PV29  ";"2021JJ00";"    56.9";"      32";"    22.1";"    20.9";"    27.5";"    23.4";"      19";"      24";"      22";"      13";"       8";"       5";"       3";"       2";"       2";"       1"
"133879";"1050010";"1014850";"PV29  ";"2022JJ00";"    57.1";"      32";"    23.7";"    22.1";"    29.3";"    24.8";"      19";"      24";"      22";"      13";"       8";"       5";"       4";"       2";"       2";"       1"
"133880";"1050010";"1014850";"PV29  ";"2023JJ00";"    58.6";"      33";"    25.7";"    24.3";"    31.8";"    27.2";"      19";"      24";"      22";"      13";"       9";"       5";"       4";"       2";"       2";"       1"
"133881";"1050010";"1014850";"PV29  ";"2024JJ00";"    59.1";"      33";"    27.3";"    25.8";"    34.1";"    29.1";"      18";"      23";"      21";"      14";"       9";"       6";"       4";"       2";"       2";"       1"
"133892";"1050010";"1014850";"PV30  ";"2021JJ00";"   455.0";"      39";"    23.1";"    21.5";"    29.2";"    24.9";"      19";"      21";"      19";"      13";"       9";"       7";"       5";"       3";"       3";"       2"
"133893";"1050010";"1014850";"PV30  ";"2022JJ00";"   460.9";"      39";"    24.6";"    22.7";"    31.0";"    26.4";"      19";"      21";"      19";"      12";"       9";"       7";"       5";"       4";"       2";"       1"
"133894";"1050010";"1014850";"PV30  ";"2023JJ00";"   473.9";"      40";"    26.9";"    25.0";"    33.9";"    29.0";"      19";"      21";"      19";"      13";"      10";"       7";"       5";"       4";"       2";"       1"
"133895";"1050010";"1014850";"PV30  ";"2024JJ00";"   482.9";"      40";"    28.6";"    26.6";"    36.2";"    30.8";"      18";"      20";"      18";"      13";"      10";"       7";"       5";"       4";"       3";"       1"
"133906";"1050010";"1014850";"PV31  ";"2021JJ00";"   203.3";"      39";"    21.6";"    20.5";"    26.7";"    23.2";"      21";"      24";"      21";"      13";"       8";"       5";"       3";"       2";"       2";"       1"
"133907";"1050010";"1014850";"PV31  ";"2022JJ00";"   206.1";"      39";"    23.0";"    21.8";"    28.3";"    24.5";"      21";"      24";"      21";"      12";"       8";"       5";"       3";"       2";"       1";"       1"
"133908";"1050010";"1014850";"PV31  ";"2023JJ00";"   210.9";"      39";"    25.2";"    23.9";"    31.0";"    26.9";"      20";"      25";"      20";"      13";"       8";"       5";"       4";"       2";"       1";"       1"
"133909";"1050010";"1014850";"PV31  ";"2024JJ00";"   215.2";"      40";"    26.6";"    25.3";"    32.9";"    28.5";"      21";"      24";"      20";"      13";"       9";"       6";"       4";"       3";"       2";"       1"
"139828";"1050010";"1014950";"PV20  ";"2021JJ00";"    72.8";"      25";"    22.0";"    22.4";"    27.3";"    24.8";"      31";"       8";"      13";"      14";"      12";"       8";"       6";"       4";"       3";"       2"
"139829";"1050010";"1014950";"PV20  ";"2022JJ00";"    75.5";"      26";"    23.1";"    23.6";"    28.6";"    26.0";"      32";"       9";"      12";"      14";"      12";"       8";"       5";"       4";"       3";"       2"
"139830";"1050010";"1014950";"PV20  ";"2023JJ00";"    76.2";"      26";"    25.4";"    25.9";"    31.4";"    28.5";"      32";"       9";"      12";"      14";"      12";"       8";"       6";"       4";"       3";"       2"
"139831";"1050010";"1014950";"PV20  ";"2024JJ00";"    78.4";"      26";"    26.5";"    26.9";"    32.8";"    29.6";"      34";"       9";"      11";"      12";"      12";"       8";"       6";"       4";"       2";"       2"
"139842";"1050010";"1014950";"PV21  ";"2021JJ00";"    55.5";"      19";"    25.0";"    24.1";"    32.4";"    28.0";"      16";"      11";"      17";"      18";"      14";"       9";"       6";"       4";"       3";"       2"
"139843";"1050010";"1014950";"PV21  ";"2022JJ00";"    57.8";"      19";"    26.6";"    25.4";"    34.4";"    29.2";"      16";"      12";"      16";"      18";"      14";"       9";"       6";"       4";"       3";"       2"
"139844";"1050010";"1014950";"PV21  ";"2023JJ00";"    58.7";"      20";"    28.8";"    27.8";"    37.2";"    31.7";"      17";"      11";"      15";"      18";"      14";"       9";"       6";"       4";"       3";"       2"
"139845";"1050010";"1014950";"PV21  ";"2024JJ00";"    59.0";"      19";"    30.7";"    29.8";"    39.9";"    34.0";"      17";"      11";"      15";"      16";"      14";"      10";"       6";"       4";"       3";"       3"
"139856";"1050010";"1014950";"PV22  ";"2021JJ00";"    36.9";"      17";"    25.3";"    24.1";"    32.9";"    28.4";"      14";"      11";"      18";"      19";"      14";"      10";"       6";"       4";"       3";"       2"
"139857";"1050010";"1014950";"PV22  ";"2022JJ00";"    37.7";"      17";"    27.0";"    25.5";"    35.1";"    29.9";"      14";"      12";"      17";"      18";"      14";"      10";"       6";"       4";"       3";"       2"
"139858";"1050010";"1014950";"PV22  ";"2023JJ00";"    39.0";"      17";"    28.9";"    27.8";"    37.6";"    32.1";"      16";"      11";"      16";"      18";"      15";"       9";"       6";"       4";"       3";"       2"
"139859";"1050010";"1014950";"PV22  ";"2024JJ00";"    38.5";"      17";"    31.4";"    30.0";"    41.2";"    34.6";"      15";"      11";"      16";"      17";"      15";"      10";"       6";"       4";"       3";"       2"
"139870";"1050010";"1014950";"PV23  ";"2021JJ00";"   106.1";"      21";"    25.3";"    24.7";"    32.8";"    28.7";"      17";"       9";"      14";"      17";"      15";"      10";"       7";"       5";"       3";"       2"
"139871";"1050010";"1014950";"PV23  ";"2022JJ00";"   109.6";"      21";"    26.7";"    26.0";"    34.5";"    30.0";"      18";"       9";"      14";"      17";"      15";"      10";"       7";"       5";"       3";"       2"
"139872";"1050010";"1014950";"PV23  ";"2023JJ00";"   112.3";"      22";"    28.8";"    28.5";"    37.1";"    32.3";"      19";"       9";"      13";"      17";"      15";"      10";"       7";"       5";"       3";"       2"
"139873";"1050010";"1014950";"PV23  ";"2024JJ00";"   111.8";"      21";"    30.8";"    30.6";"    40.0";"    34.6";"      19";"       9";"      13";"      16";"      15";"      10";"       7";"       5";"       3";"       2"
"139884";"1050010";"1014950";"PV24  ";"2021JJ00";"    35.6";"      20";"    26.4";"    25.4";"    35.6";"    30.9";"      15";"       8";"      14";"      17";"      14";"      11";"       8";"       6";"       4";"       3"
"139885";"1050010";"1014950";"PV24  ";"2022JJ00";"    38.2";"      21";"    28.0";"    27.0";"    37.5";"    32.5";"      16";"       8";"      13";"      17";"      15";"      11";"       8";"       6";"       4";"       3"
"139886";"1050010";"1014950";"PV24  ";"2023JJ00";"    41.4";"      22";"    30.3";"    29.6";"    40.7";"    34.9";"      16";"       8";"      13";"      16";"      15";"      11";"       8";"       6";"       4";"       2"
"139887";"1050010";"1014950";"PV24  ";"2024JJ00";"    42.2";"      22";"    32.5";"    31.9";"    43.6";"    37.3";"      16";"       8";"      13";"      15";"      15";"      11";"       8";"       6";"       4";"       2"
"139898";"1050010";"1014950";"PV25  ";"2021JJ00";"   216.8";"      23";"    25.4";"    24.7";"    32.8";"    28.8";"      17";"       9";"      14";"      17";"      14";"      10";"       7";"       5";"       4";"       2"
"139899";"1050010";"1014950";"PV25  ";"2022JJ00";"   222.6";"      24";"    26.8";"    26.1";"    34.6";"    30.2";"      18";"      10";"      13";"      17";"      14";"      10";"       7";"       5";"       4";"       2"
"139900";"1050010";"1014950";"PV25  ";"2023JJ00";"   227.6";"      24";"    29.1";"    28.5";"    37.5";"    32.5";"      19";"       9";"      13";"      16";"      14";"      10";"       7";"       5";"       3";"       2"
"139901";"1050010";"1014950";"PV25  ";"2024JJ00";"   228.3";"      24";"    31.0";"    30.6";"    40.1";"    34.8";"      19";"       9";"      13";"      15";"      15";"      10";"       7";"       6";"       4";"       2"
"139912";"1050010";"1014950";"PV26  ";"2021JJ00";"   175.7";"      29";"    27.5";"    26.5";"    35.5";"    30.8";"      16";"       7";"      11";"      15";"      14";"      11";"       8";"       7";"       6";"       4"
"139913";"1050010";"1014950";"PV26  ";"2022JJ00";"   178.1";"      29";"    28.8";"    27.9";"    37.3";"    32.2";"      17";"       7";"      11";"      15";"      14";"      11";"       8";"       7";"       6";"       4"
"139914";"1050010";"1014950";"PV26  ";"2023JJ00";"   182.6";"      29";"    31.4";"    30.4";"    40.6";"    34.7";"      17";"       7";"      11";"      14";"      14";"      11";"       9";"       7";"       6";"       3"
"139915";"1050010";"1014950";"PV26  ";"2024JJ00";"   184.0";"      29";"    33.3";"    32.5";"    43.1";"    36.9";"      18";"       7";"      11";"      13";"      14";"      11";"       9";"       7";"       6";"       3"
"139926";"1050010";"1014950";"PV27  ";"2021JJ00";"   438.3";"      32";"    29.5";"    26.8";"    38.1";"    31.6";"      14";"       8";"      12";"      14";"      13";"      11";"       8";"       7";"       6";"       6"
"139927";"1050010";"1014950";"PV27  ";"2022JJ00";"   450.4";"      33";"    31.2";"    28.4";"    40.1";"    33.3";"      15";"       8";"      11";"      14";"      13";"      11";"       8";"       7";"       6";"       6"
"139928";"1050010";"1014950";"PV27  ";"2023JJ00";"   466.6";"      33";"    33.7";"    30.8";"    43.3";"    35.7";"      15";"       8";"      11";"      14";"      14";"      11";"       8";"       7";"       7";"       6"
"139929";"1050010";"1014950";"PV27  ";"2024JJ00";"   464.3";"      33";"    35.6";"    33.0";"    45.8";"    38.0";"      15";"       8";"      11";"      13";"      14";"      11";"       8";"       7";"       6";"       6"
"139940";"1050010";"1014950";"PV28  ";"2021JJ00";"   494.0";"      29";"    27.0";"    25.9";"    35.2";"    30.7";"      15";"       8";"      13";"      15";"      14";"      11";"       8";"       6";"       5";"       3"
"139941";"1050010";"1014950";"PV28  ";"2022JJ00";"   510.3";"      30";"    28.5";"    27.4";"    37.1";"    32.2";"      16";"       8";"      12";"      15";"      14";"      11";"       8";"       7";"       5";"       3"
"139942";"1050010";"1014950";"PV28  ";"2023JJ00";"   524.2";"      30";"    30.9";"    29.9";"    40.2";"    34.6";"      17";"       8";"      12";"      15";"      14";"      11";"       8";"       7";"       5";"       3"
"139943";"1050010";"1014950";"PV28  ";"2024JJ00";"   518.9";"      29";"    32.9";"    32.0";"    42.9";"    36.9";"      17";"       8";"      12";"      14";"      14";"      11";"       8";"       7";"       5";"       3"
"139954";"1050010";"1014950";"PV29  ";"2021JJ00";"    30.3";"      17";"    25.4";"    24.1";"    32.2";"    27.7";"      14";"      12";"      18";"      18";"      14";"       9";"       6";"       4";"       3";"       2"
"139955";"1050010";"1014950";"PV29  ";"2022JJ00";"    30.9";"      17";"    26.9";"    25.4";"    34.0";"    29.2";"      14";"      13";"      17";"      18";"      14";"       9";"       6";"       4";"       3";"       2"
"139956";"1050010";"1014950";"PV29  ";"2023JJ00";"    31.8";"      18";"    28.9";"    27.7";"    36.6";"    31.5";"      16";"      12";"      16";"      17";"      15";"       9";"       6";"       4";"       3";"       2"
