"ID";"Inkomensbegrippen";"Inkomensklassen";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"PersonenPerHuishouden_2";"PersonenMetInkomenPerHuishouden_3";"GemiddeldInkomen_4";"MediaanInkomen_5"
"28585";"A043966";"A028633";"1050015";"2022JJ00";"622.6";"1";"1";"17";"17.7"
"28586";"A043966";"A028633";"1050015";"2023JJ00";"469.8";"1";"1";"16.8";"17.9"
"28587";"A043966";"A028633";"1050015";"2024JJ00";"470.3";"1";"1";"16.6";"17.7"
"28595";"A043966";"A028633";"A043011";"2018JJ00";"670.1";"1";"1";"15.6";"15.3"
"28596";"A043966";"A028633";"A043011";"2019JJ00";"618.8";"1";"1";"15.7";"15.6"
"28597";"A043966";"A028633";"A043011";"2020JJ00";"584.7";"1";"1";"15.8";"15.9"
"28598";"A043966";"A028633";"A043011";"2021JJ00";"551.1";"1";"1";"15.9";"16.1"
"28599";"A043966";"A028633";"A043011";"2022JJ00";"492.7";"1";"1";"16.8";"17.6"
"28600";"A043966";"A028633";"A043011";"2023JJ00";"397.6";"1";"1";"16.8";"17.9"
"28601";"A043966";"A028633";"A043011";"2024JJ00";"408";"1";"1";"16.6";"17.7"
"28609";"A043966";"A028633";"A043012";"2018JJ00";"376.4";"1";"1";"17.3";"17.6"
"28610";"A043966";"A028633";"A043012";"2019JJ00";"308.9";"1";"1";"17.3";"17.7"
"28611";"A043966";"A028633";"A043012";"2020JJ00";"258.6";"1";"1";"17.4";"17.9"
"28612";"A043966";"A028633";"A043012";"2021JJ00";"229.1";"1";"1";"17.5";"18"
"28613";"A043966";"A028633";"A043012";"2022JJ00";"129.9";"1";"1";"17.6";"18.4"
"28614";"A043966";"A028633";"A043012";"2023JJ00";"72.2";"1";"1";"16.9";"17.9"
"28615";"A043966";"A028633";"A043012";"2024JJ00";"62.3";"1";"1";"16.7";"17.9"
"28623";"A043966";"A028633";"1016010";"2018JJ00";"137.7";"2.3";"1.6";"16.9";"17.8"
"28624";"A043966";"A028633";"1016010";"2019JJ00";"109.5";"2.3";"1.6";"16.7";"17.4"
"28625";"A043966";"A028633";"1016010";"2020JJ00";"91.9";"2.3";"1.6";"16.6";"17.3"
"28626";"A043966";"A028633";"1016010";"2021JJ00";"79.9";"2.4";"1.6";"16.4";"17.1"
"28627";"A043966";"A028633";"1016010";"2022JJ00";"55.3";"2.4";"1.6";"16";"16.5"
"28628";"A043966";"A028633";"1016010";"2023JJ00";"46.6";"2.4";"1.5";"15.7";"16"
"28629";"A043966";"A028633";"1016010";"2024JJ00";"44.5";"2.4";"1.5";"15.7";"16"
"28637";"A043966";"A028633";"1050190";"2018JJ00";"51.4";"2.3";"1.3";"17";"17.8"
"28638";"A043966";"A028633";"1050190";"2019JJ00";"40.7";"2.3";"1.3";"16.8";"17.5"
"28639";"A043966";"A028633";"1050190";"2020JJ00";"33.6";"2.3";"1.3";"16.7";"17.4"
"28640";"A043966";"A028633";"1050190";"2021JJ00";"27.5";"2.3";"1.3";"16.6";"17.3"
"28641";"A043966";"A028633";"1050190";"2022JJ00";"17.7";"2.3";"1.4";"16.3";"16.9"
"28642";"A043966";"A028633";"1050190";"2023JJ00";"14.9";"2.3";"1.2";"16";"16"
"28643";"A043966";"A028633";"1050190";"2024JJ00";"14.1";"2.3";"1.2";"16";"16.3"
"28651";"A043966";"A028633";"1050195";"2018JJ00";"36.3";"2.3";"1.1";"17.2";"18"
"28652";"A043966";"A028633";"1050195";"2019JJ00";"27.8";"2.4";"1.1";"16.9";"17.7"
"28653";"A043966";"A028633";"1050195";"2020JJ00";"22";"2.4";"1.1";"16.8";"17.6"
"28654";"A043966";"A028633";"1050195";"2021JJ00";"18.1";"2.4";"1.1";"16.7";"17.4"
"28655";"A043966";"A028633";"1050195";"2022JJ00";"11.3";"2.4";"1.2";"16.2";"16.8"
"28656";"A043966";"A028633";"1050195";"2023JJ00";"10.2";"2.4";"1.1";"15.8";"16"
"28657";"A043966";"A028633";"1050195";"2024JJ00";"9";"2.4";"1.1";"15.8";"15.9"
"28665";"A043966";"A028633";"1050200";"2018JJ00";"15.1";"2.2";"1.8";"16.7";"17.3"
"28666";"A043966";"A028633";"1050200";"2019JJ00";"13";"2.2";"1.8";"16.6";"17.2"
"28667";"A043966";"A028633";"1050200";"2020JJ00";"11.5";"2.2";"1.7";"16.6";"17.1"
"28668";"A043966";"A028633";"1050200";"2021JJ00";"9.4";"2.2";"1.7";"16.5";"17.1"
"28669";"A043966";"A028633";"1050200";"2022JJ00";"6.4";"2.2";"1.7";"16.5";"17.2"
"28670";"A043966";"A028633";"1050200";"2023JJ00";"4.7";"2.2";"1.5";"16.5";"17.1"
"28671";"A043966";"A028633";"1050200";"2024JJ00";"5.1";"2.2";"1.5";"16.4";"17"
"28679";"A043966";"A028633";"1050055";"2018JJ00";"80.8";"2.3";"1.8";"17";"17.9"
"28680";"A043966";"A028633";"1050055";"2019JJ00";"64.2";"2.3";"1.7";"16.7";"17.5"
"28681";"A043966";"A028633";"1050055";"2020JJ00";"54.1";"2.3";"1.7";"16.5";"17.3"
"28682";"A043966";"A028633";"1050055";"2021JJ00";"48.7";"2.3";"1.7";"16.3";"17.1"
"28683";"A043966";"A028633";"1050055";"2022JJ00";"34.3";"2.4";"1.7";"15.9";"16.4"
"28684";"A043966";"A028633";"1050055";"2023JJ00";"28.8";"2.4";"1.6";"15.6";"15.9"
"28685";"A043966";"A028633";"1050055";"2024JJ00";"27.5";"2.4";"1.5";"15.6";"15.9"
"28693";"A043966";"A028633";"1017780";"2018JJ00";"66.4";"2";"1.8";"17.1";"18.1"
"28694";"A043966";"A028633";"1017780";"2019JJ00";"51.9";"2";"1.7";"16.9";"17.7"
"28695";"A043966";"A028633";"1017780";"2020JJ00";"43.4";"2";"1.7";"16.7";"17.4"
"28696";"A043966";"A028633";"1017780";"2021JJ00";"38.9";"2";"1.7";"16.5";"17.2"
"28697";"A043966";"A028633";"1017780";"2022JJ00";"26.4";"2";"1.7";"16";"16.5"
"28698";"A043966";"A028633";"1017780";"2023JJ00";"22";"2";"1.6";"15.6";"15.9"
"28699";"A043966";"A028633";"1017780";"2024JJ00";"20.4";"2";"1.5";"15.6";"15.9"
"28707";"A043966";"A028633";"1017790";"2018JJ00";"43.9";"2";"1.7";"16.9";"17.9"
"28708";"A043966";"A028633";"1017790";"2019JJ00";"34.2";"2";"1.7";"16.5";"17.3"
"28709";"A043966";"A028633";"1017790";"2020JJ00";"28.5";"2";"1.7";"16.3";"17"
"28710";"A043966";"A028633";"1017790";"2021JJ00";"25.8";"2";"1.6";"16";"16.6"
"28711";"A043966";"A028633";"1017790";"2022JJ00";"19.7";"2";"1.6";"15.6";"15.9"
"28712";"A043966";"A028633";"1017790";"2023JJ00";"17.3";"2";"1.6";"15.4";"15.6"
"28713";"A043966";"A028633";"1017790";"2024JJ00";"15.9";"2";"1.5";"15.5";"15.6"
"28721";"A043966";"A028633";"1017800";"2018JJ00";"22.5";"2";"1.9";"17.6";"18.3"
"28722";"A043966";"A028633";"1017800";"2019JJ00";"17.7";"2";"1.8";"17.5";"18.2"
"28723";"A043966";"A028633";"1017800";"2020JJ00";"14.9";"2";"1.8";"17.4";"18.1"
"28724";"A043966";"A028633";"1017800";"2021JJ00";"13";"2";"1.8";"17.3";"18"
"28725";"A043966";"A028633";"1017800";"2022JJ00";"6.7";"2";"1.8";"17.1";"17.9"
"28726";"A043966";"A028633";"1017800";"2023JJ00";"4.7";"2";"1.7";"16.4";"17"
"28727";"A043966";"A028633";"1017800";"2024JJ00";"4.5";"2";"1.6";"16.3";"16.8"
"28735";"A043966";"A028633";"1016090";"2018JJ00";"14.3";"3.7";"1.8";"16.1";"16.7"
"28736";"A043966";"A028633";"1016090";"2019JJ00";"12.3";"3.7";"1.8";"16";"16.5"
"28737";"A043966";"A028633";"1016090";"2020JJ00";"10.7";"3.7";"1.9";"16";"16.4"
"28738";"A043966";"A028633";"1016090";"2021JJ00";"9.8";"3.7";"1.8";"15.9";"16.3"
"28739";"A043966";"A028633";"1016090";"2022JJ00";"7.9";"3.8";"1.8";"15.6";"15.9"
"28740";"A043966";"A028633";"1016090";"2023JJ00";"6.8";"3.7";"1.6";"15.6";"15.8"
"28741";"A043966";"A028633";"1016090";"2024JJ00";"7.1";"3.7";"1.6";"15.5";"15.7"
"28749";"A043966";"A028633";"1017810";"2018JJ00";"10.8";"3.7";"1.7";"16.1";"16.6"
"28750";"A043966";"A028633";"1017810";"2019JJ00";"9.2";"3.8";"1.6";"15.9";"16.4"
"28751";"A043966";"A028633";"1017810";"2020JJ00";"8";"3.8";"1.7";"15.9";"16.4"
"28752";"A043966";"A028633";"1017810";"2021JJ00";"7.4";"3.8";"1.6";"15.8";"16.2"
"28753";"A043966";"A028633";"1017810";"2022JJ00";"6";"3.8";"1.6";"15.6";"15.9"
"28754";"A043966";"A028633";"1017810";"2023JJ00";"5.4";"3.8";"1.5";"15.6";"15.8"
"28755";"A043966";"A028633";"1017810";"2024JJ00";"5.7";"3.8";"1.4";"15.5";"15.6"
"28763";"A043966";"A028633";"1017880";"2018JJ00";"3.6";"3.6";"2.4";"16.2";"16.9"
"28764";"A043966";"A028633";"1017880";"2019JJ00";"3.1";"3.6";"2.4";"16.2";"16.8"
"28765";"A043966";"A028633";"1017880";"2020JJ00";"2.8";"3.6";"2.4";"16.1";"16.7"
"28766";"A043966";"A028633";"1017880";"2021JJ00";"2.4";"3.5";"2.3";"16.1";"16.6"
"28767";"A043966";"A028633";"1017880";"2022JJ00";"1.9";"3.6";"2.4";"15.9";"16.2"
"28768";"A043966";"A028633";"1017880";"2023JJ00";"1.4";"3.6";"2.2";"15.6";"15.9"
"28769";"A043966";"A028633";"1017880";"2024JJ00";"1.4";"3.6";"2";"15.7";"16"
"28777";"A043966";"A028633";"1050220";"2018JJ00";"5.5";"2.7";"2";"15.8";"16.2"
"28778";"A043966";"A028633";"1050220";"2019JJ00";"4.6";"2.7";"2";"15.6";"15.9"
"28779";"A043966";"A028633";"1050220";"2020JJ00";"4.2";"2.7";"1.9";"15.6";"15.9"
"28780";"A043966";"A028633";"1050220";"2021JJ00";"3.7";"2.7";"1.9";"15.6";"15.8"
"28781";"A043966";"A028633";"1050220";"2022JJ00";"3.4";"2.7";"2.1";"15.5";"15.8"
"28782";"A043966";"A028633";"1050220";"2023JJ00";"2.9";"2.7";"1.9";"15.5";"15.7"
"28783";"A043966";"A028633";"1050220";"2024JJ00";"2.9";"2.7";"1.8";"15.5";"15.7"
"28791";"A043966";"A028633";"A043959";"2018JJ00";"510.5";"1.2";"1.1";"16";"16"
"28792";"A043966";"A028633";"A043959";"2019JJ00";"452";"1.1";"1.1";"16";"16"
"28793";"A043966";"A028633";"A043959";"2020JJ00";"416.6";"1.1";"1.1";"16";"16.1"
"28794";"A043966";"A028633";"A043959";"2021JJ00";"386.9";"1.1";"1.1";"16.1";"16.3"
"28795";"A043966";"A028633";"A043959";"2022JJ00";"323.7";"1.1";"1.1";"16.7";"17.5"
"28796";"A043966";"A028633";"A043959";"2023JJ00";"251";"1.1";"1";"16.7";"17.7"
"28797";"A043966";"A028633";"A043959";"2024JJ00";"249.5";"1.1";"1";"16.6";"17.6"
"28805";"A043966";"A028633";"A043960";"2018JJ00";"673.7";"1.2";"1.1";"16.5";"16.8"
"28806";"A043966";"A028633";"A043960";"2019JJ00";"585.2";"1.1";"1.1";"16.5";"16.8"
"28807";"A043966";"A028633";"A043960";"2020JJ00";"518.7";"1.1";"1.1";"16.5";"16.8"
"28808";"A043966";"A028633";"A043960";"2021JJ00";"473.1";"1.1";"1";"16.6";"16.9"
"28809";"A043966";"A028633";"A043960";"2022JJ00";"354.2";"1.1";"1.1";"17";"17.8"
"28810";"A043966";"A028633";"A043960";"2023JJ00";"265.4";"1.1";"1";"16.7";"17.8"
"28811";"A043966";"A028633";"A043960";"2024JJ00";"265.3";"1.1";"1";"16.5";"17.6"
"28819";"A043966";"A028633";"A025340";"2018JJ00";"102.2";"1.1";"1.1";"14.9";"14.6"
"28820";"A043966";"A028633";"A025340";"2019JJ00";"92.2";"1.1";"1.1";"14.9";"14.6"
"28821";"A043966";"A028633";"A025340";"2020JJ00";"83.4";"1.1";"1.1";"14.8";"14.6"
"28822";"A043966";"A028633";"A025340";"2021JJ00";"81.6";"1.1";"1.1";"14.7";"14.6"
"28823";"A043966";"A028633";"A025340";"2022JJ00";"83.6";"1.1";"1.1";"14.8";"14.7"
"28824";"A043966";"A028633";"A025340";"2023JJ00";"90.5";"1.1";"1.1";"14.7";"14.5"
"28825";"A043966";"A028633";"A025340";"2024JJ00";"111.1";"1.1";"1";"14.6";"14.5"
"28833";"A043966";"A028633";"A025343";"2018JJ00";"292.1";"1.2";"1.1";"16";"15.9"
"28834";"A043966";"A028633";"A025343";"2019JJ00";"256.8";"1.2";"1";"16";"16"
"28835";"A043966";"A028633";"A025343";"2020JJ00";"234.4";"1.2";"1";"15.9";"16.1"
"28836";"A043966";"A028633";"A025343";"2021JJ00";"213.3";"1.2";"1";"16";"16.3"
"28837";"A043966";"A028633";"A025343";"2022JJ00";"180.2";"1.2";"1";"16.7";"17.5"
"28838";"A043966";"A028633";"A025343";"2023JJ00";"140.5";"1.2";"1";"16.6";"17.4"
"28839";"A043966";"A028633";"A025343";"2024JJ00";"136.4";"1.2";"1";"16.5";"17.3"
"28847";"A043966";"A028633";"A025351";"2018JJ00";"373.9";"1.2";"1.1";"15.7";"15.4"
"28848";"A043966";"A028633";"A025351";"2019JJ00";"340.4";"1.1";"1.1";"15.9";"15.7"
"28849";"A043966";"A028633";"A025351";"2020JJ00";"320.7";"1.1";"1.1";"16";"16"
"28850";"A043966";"A028633";"A025351";"2021JJ00";"301.8";"1.1";"1.1";"16.1";"16.2"
"28851";"A043966";"A028633";"A025351";"2022JJ00";"260.3";"1.1";"1";"17.3";"17.8"
"28852";"A043966";"A028633";"A025351";"2023JJ00";"192.1";"1.1";"1";"17.6";"18.7"
"28853";"A043966";"A028633";"A025351";"2024JJ00";"182.3";"1.1";"1";"17.6";"18.7"
"28861";"A043966";"A028633";"A025359";"2018JJ00";"416";"1.1";"1.1";"17.3";"17.7"
"28862";"A043966";"A028633";"A025359";"2019JJ00";"347.8";"1.1";"1.1";"17.3";"17.7"
"28863";"A043966";"A028633";"A025359";"2020JJ00";"296.7";"1.1";"1.1";"17.4";"17.9"
"28864";"A043966";"A028633";"A025359";"2021JJ00";"263.3";"1.1";"1";"17.4";"18"
"28865";"A043966";"A028633";"A025359";"2022JJ00";"153.8";"1.1";"1";"17.5";"18.3"
"28866";"A043966";"A028633";"A025359";"2023JJ00";"93.2";"1.1";"1";"16.9";"18"
"28867";"A043966";"A028633";"A025359";"2024JJ00";"84.9";"1.1";"1";"16.8";"17.9"
"28875";"A043966";"A028633";"A025342";"2018JJ00";"175.9";"1.2";"1";"16.1";"16.1"
"28876";"A043966";"A028633";"A025342";"2019JJ00";"153.4";"1.2";"1";"16";"16.1"
"28877";"A043966";"A028633";"A025342";"2020JJ00";"138.3";"1.2";"1";"15.9";"16"
"28878";"A043966";"A028633";"A025342";"2021JJ00";"124.1";"1.2";"1";"15.9";"16.2"
"28879";"A043966";"A028633";"A025342";"2022JJ00";"104.3";"1.1";"1";"16.5";"17.2"
"28880";"A043966";"A028633";"A025342";"2023JJ00";"83";"1.2";"1";"16.3";"17"
"28881";"A043966";"A028633";"A025342";"2024JJ00";"80.5";"1.2";"1";"16.2";"16.9"
"28889";"A043966";"A028633";"A025347";"2018JJ00";"116.1";"1.3";"1.1";"15.9";"15.7"
"28890";"A043966";"A028633";"A025347";"2019JJ00";"103.4";"1.3";"1.1";"16";"15.9"
"28891";"A043966";"A028633";"A025347";"2020JJ00";"96.1";"1.3";"1.1";"16";"16.1"
"28892";"A043966";"A028633";"A025347";"2021JJ00";"89.3";"1.3";"1.1";"16.1";"16.3"
"28893";"A043966";"A028633";"A025347";"2022JJ00";"75.9";"1.2";"1";"17.1";"17.8"
"28894";"A043966";"A028633";"A025347";"2023JJ00";"57.6";"1.3";"1";"17";"18"
"28895";"A043966";"A028633";"A025347";"2024JJ00";"55.9";"1.3";"1";"17";"18"
"28903";"A043966";"A028633";"A025350";"2018JJ00";"161.9";"1.2";"1.1";"15.8";"15.4"
"28904";"A043966";"A028633";"A025350";"2019JJ00";"143.6";"1.2";"1.1";"15.9";"15.7"
"28905";"A043966";"A028633";"A025350";"2020JJ00";"132.6";"1.2";"1.1";"16";"16"
"28906";"A043966";"A028633";"A025350";"2021JJ00";"121.1";"1.2";"1.1";"16.1";"16.2"
"28907";"A043966";"A028633";"A025350";"2022JJ00";"101.7";"1.1";"1.1";"17.2";"17.8"
"28908";"A043966";"A028633";"A025350";"2023JJ00";"73.8";"1.1";"1";"17.5";"18.6"
"28909";"A043966";"A028633";"A025350";"2024JJ00";"69.5";"1.2";"1";"17.4";"18.5"
"28917";"A043966";"A028633";"A025354";"2018JJ00";"212";"1.1";"1.1";"15.7";"15.4"
"28918";"A043966";"A028633";"A025354";"2019JJ00";"196.8";"1.1";"1.1";"15.9";"15.7"
"28919";"A043966";"A028633";"A025354";"2020JJ00";"188.2";"1.1";"1.1";"16";"16"
"28920";"A043966";"A028633";"A025354";"2021JJ00";"180.7";"1.1";"1";"16.2";"16.2"
"28921";"A043966";"A028633";"A025354";"2022JJ00";"158.5";"1.1";"1";"17.3";"17.9"
"28922";"A043966";"A028633";"A025354";"2023JJ00";"118.3";"1.1";"1";"17.7";"18.8"
"28923";"A043966";"A028633";"A025354";"2024JJ00";"112.7";"1.1";"1";"17.7";"18.8"
"28931";"A043966";"A028633";"A025358";"2018JJ00";"175.2";"1.1";"1.1";"17.3";"17.5"
"28932";"A043966";"A028633";"A025358";"2019JJ00";"150.1";"1.1";"1.1";"17.3";"17.6"
"28933";"A043966";"A028633";"A025358";"2020JJ00";"130.5";"1.1";"1.1";"17.3";"17.8"
"28934";"A043966";"A028633";"A025358";"2021JJ00";"118.5";"1.1";"1.1";"17.4";"17.9"
"28935";"A043966";"A028633";"A025358";"2022JJ00";"68.7";"1.1";"1.1";"17.6";"18.3"
"28936";"A043966";"A028633";"A025358";"2023JJ00";"44";"1.1";"1.1";"17";"18.1"
"28937";"A043966";"A028633";"A025358";"2024JJ00";"41.9";"1.1";"1";"16.9";"18"
"28945";"A043966";"A028633";"A042086";"2018JJ00";"155.1";"1.1";"1.1";"17.4";"17.8"
"28946";"A043966";"A028633";"A042086";"2019JJ00";"126.6";"1.1";"1.1";"17.4";"17.8"
"28947";"A043966";"A028633";"A042086";"2020JJ00";"106.4";"1.1";"1.1";"17.4";"18"
"28948";"A043966";"A028633";"A042086";"2021JJ00";"93";"1.1";"1.1";"17.5";"18.1"
"28949";"A043966";"A028633";"A042086";"2022JJ00";"52.9";"1.1";"1";"17.6";"18.4"
"28950";"A043966";"A028633";"A042086";"2023JJ00";"30";"1.1";"1";"16.9";"17.9"
"28951";"A043966";"A028633";"A042086";"2024JJ00";"26.4";"1.1";"1";"16.7";"17.9"
"28959";"A043966";"A028633";"A042087";"2018JJ00";"85.7";"1";"1";"17.2";"17.7"
"28960";"A043966";"A028633";"A042087";"2019JJ00";"71.2";"1";"1";"17.2";"17.8"
"28961";"A043966";"A028633";"A042087";"2020JJ00";"59.8";"1";"1";"17.2";"17.9"
"28962";"A043966";"A028633";"A042087";"2021JJ00";"51.8";"1";"1";"17.3";"17.9"
"28963";"A043966";"A028633";"A042087";"2022JJ00";"32.2";"1";"1";"17.2";"17.9"
"28964";"A043966";"A028633";"A042087";"2023JJ00";"19.2";"1";"1";"16.7";"17.8"
"28965";"A043966";"A028633";"A042087";"2024JJ00";"16.7";"1";"1";"16.5";"17.8"
"28973";"A043966";"A028633";"A025362";"2018JJ00";"804.2";"1.1";"1.1";"16.5";"16.8"
"28974";"A043966";"A028633";"A025362";"2019JJ00";"689";"1.1";"1.1";"16.5";"16.8"
"28975";"A043966";"A028633";"A025362";"2020JJ00";"607.5";"1.1";"1.1";"16.5";"16.8"
"28976";"A043966";"A028633";"A025362";"2021JJ00";;;;;
"28977";"A043966";"A028633";"A025362";"2022JJ00";;;;;
"28978";"A043966";"A028633";"A025362";"2023JJ00";;;;;
"28979";"A043966";"A028633";"A025362";"2024JJ00";;;;;
"28987";"A043966";"A028633";"A025363";"2018JJ00";"152";"1.2";"1.1";"16.2";"16.5"
"28988";"A043966";"A028633";"A025363";"2019JJ00";"136.5";"1.2";"1.1";"16.2";"16.4"
"28989";"A043966";"A028633";"A025363";"2020JJ00";"126.6";"1.2";"1.1";"16.2";"16.4"
"28990";"A043966";"A028633";"A025363";"2021JJ00";;;;;
"28991";"A043966";"A028633";"A025363";"2022JJ00";;;;;
"28992";"A043966";"A028633";"A025363";"2023JJ00";;;;;
"28993";"A043966";"A028633";"A025363";"2024JJ00";;;;;
"29001";"A043966";"A028633";"A025368";"2018JJ00";"227.9";"1.3";"1.1";"15.6";"15.4"
"29002";"A043966";"A028633";"A025368";"2019JJ00";"211.6";"1.2";"1.1";"15.8";"15.7"
"29003";"A043966";"A028633";"A025368";"2020JJ00";"201.1";"1.2";"1.1";"15.9";"16"
"29004";"A043966";"A028633";"A025368";"2021JJ00";;;;;
"29005";"A043966";"A028633";"A025368";"2022JJ00";;;;;
"29006";"A043966";"A028633";"A025368";"2023JJ00";;;;;
"29007";"A043966";"A028633";"A025368";"2024JJ00";;;;;
"29015";"A043966";"A028633";"1013395";"2018JJ00";"337.5";"1.2";"1.1";"16.4";"17.2"
"29016";"A043966";"A028633";"1013395";"2019JJ00";"295.4";"1.2";"1.1";"16.3";"16.9"
"29017";"A043966";"A028633";"1013395";"2020JJ00";"240.3";"1.2";"1.1";"16";"16.6"
"29018";"A043966";"A028633";"1013395";"2021JJ00";"216.4";"1.2";"1.1";"15.9";"16.3"
"29019";"A043966";"A028633";"1013395";"2022JJ00";"193.1";"1.2";"1.1";"15.7";"16.1"
"29020";"A043966";"A028633";"1013395";"2023JJ00";"165.7";"1.2";"1.1";"15.4";"15.5"
"29021";"A043966";"A028633";"1013395";"2024JJ00";"167.8";"1.2";"1.1";"15.3";"15.4"
"29029";"A043966";"A028633";"1013400";"2018JJ00";"291.9";"1.2";"1.1";"16.6";"17.4"
"29030";"A043966";"A028633";"1013400";"2019JJ00";"251";"1.2";"1.1";"16.4";"17.2"
"29031";"A043966";"A028633";"1013400";"2020JJ00";"202";"1.2";"1.1";"16.2";"16.7"
"29032";"A043966";"A028633";"1013400";"2021JJ00";"177.6";"1.2";"1.1";"16";"16.5"
"29033";"A043966";"A028633";"1013400";"2022JJ00";"154.6";"1.2";"1.1";"15.8";"16.2"
"29034";"A043966";"A028633";"1013400";"2023JJ00";"127.6";"1.2";"1.1";"15.3";"15.5"
"29035";"A043966";"A028633";"1013400";"2024JJ00";"128.6";"1.1";"1.1";"15.3";"15.4"
"29043";"A043966";"A028633";"1013601";"2018JJ00";"45.5";"1.6";"1.2";"15.3";"15.4"
"29044";"A043966";"A028633";"1013601";"2019JJ00";"44.5";"1.5";"1.2";"15.3";"15.5"
"29045";"A043966";"A028633";"1013601";"2020JJ00";"38.2";"1.4";"1.2";"15.4";"15.6"
"29046";"A043966";"A028633";"1013601";"2021JJ00";"38.8";"1.4";"1.2";"15.4";"15.5"
"29047";"A043966";"A028633";"1013601";"2022JJ00";"38.5";"1.4";"1.2";"15.5";"15.7"
"29048";"A043966";"A028633";"1013601";"2023JJ00";"38.1";"1.4";"1.1";"15.4";"15.6"
"29049";"A043966";"A028633";"1013601";"2024JJ00";"39.2";"1.4";"1.1";"15.2";"15.3"
"29057";"A043966";"A028633";"1013602";"2018JJ00";"38.9";"1.6";"1.2";"15.3";"15.4"
"29058";"A043966";"A028633";"1013602";"2019JJ00";"38.2";"1.5";"1.2";"15.3";"15.4"
"29059";"A043966";"A028633";"1013602";"2020JJ00";"32.5";"1.4";"1.2";"15.4";"15.6"
"29060";"A043966";"A028633";"1013602";"2021JJ00";"33.4";"1.4";"1.2";"15.4";"15.5"
"29061";"A043966";"A028633";"1013602";"2022JJ00";"31.9";"1.4";"1.2";"15.5";"15.7"
"29062";"A043966";"A028633";"1013602";"2023JJ00";"30.4";"1.4";"1.1";"15.5";"15.7"
"29063";"A043966";"A028633";"1013602";"2024JJ00";"32.2";"1.4";"1.2";"15.3";"15.4"
"29071";"A043966";"A028633";"1013603";"2018JJ00";"2.1";"1.7";"1.3";"16.1";"16.7"
"29072";"A043966";"A028633";"1013603";"2019JJ00";"1.9";"1.6";"1.3";"16";"16.6"
"29073";"A043966";"A028633";"1013603";"2020JJ00";"1.7";"1.7";"1.3";"16.1";"16.7"
"29074";"A043966";"A028633";"1013603";"2021JJ00";"1.4";"1.6";"1.2";"16.1";"16.6"
"29075";"A043966";"A028633";"1013603";"2022JJ00";"1.4";"1.6";"1.2";"16";"16.5"
"29076";"A043966";"A028633";"1013603";"2023JJ00";"1.3";"1.6";"1.2";"15.8";"16.2"
"29077";"A043966";"A028633";"1013603";"2024JJ00";"1.3";"1.6";"1.2";"15.6";"15.8"
"29085";"A043966";"A028633";"1013604";"2018JJ00";"4.6";"1.5";"1.1";"15.1";"15.3"
"29086";"A043966";"A028633";"1013604";"2019JJ00";"4.4";"1.4";"1.1";"15";"15.2"
"29087";"A043966";"A028633";"1013604";"2020JJ00";"4";"1.5";"1.1";"14.9";"15"
"29088";"A043966";"A028633";"1013604";"2021JJ00";"4";"1.4";"1.1";"15";"15"
"29089";"A043966";"A028633";"1013604";"2022JJ00";"5.2";"1.3";"1.1";"15.1";"15"
"29090";"A043966";"A028633";"1013604";"2023JJ00";"6.4";"1.3";"1.1";"14.9";"14.8"
"29091";"A043966";"A028633";"1013604";"2024JJ00";"5.8";"1.3";"1.1";"14.8";"14.5"
"29099";"A043966";"A028633";"1013650";"2018JJ00";"846.7";"1.1";"1.1";"16.2";"16.3"
"29100";"A043966";"A028633";"1013650";"2019JJ00";"741.7";"1.1";"1";"16.3";"16.3"
"29101";"A043966";"A028633";"1013650";"2020JJ00";"695";"1.1";"1";"16.4";"16.5"
"29102";"A043966";"A028633";"1013650";"2021JJ00";"643.7";"1.1";"1";"16.5";"16.6"
"29103";"A043966";"A028633";"1013650";"2022JJ00";"484.8";"1.1";"1";"17.4";"17.9"
"29104";"A043966";"A028633";"1013650";"2023JJ00";"350.7";"1.1";"1";"17.3";"18.4"
"29105";"A043966";"A028633";"1013650";"2024JJ00";"347";"1.1";"1";"17.2";"18.3"
"29113";"A043966";"A028633";"1013700";"2018JJ00";"561.6";"1.1";"1";"16.9";"17.2"
"29114";"A043966";"A028633";"1013700";"2019JJ00";"477.3";"1.1";"1";"17";"17.3"
"29115";"A043966";"A028633";"1013700";"2020JJ00";"425.9";"1.1";"1";"17";"17.5"
"29116";"A043966";"A028633";"1013700";"2021JJ00";"385.1";"1.1";"1";"17.1";"17.6"
"29117";"A043966";"A028633";"1013700";"2022JJ00";"252.3";"1.1";"1";"17.4";"18.2"
"29118";"A043966";"A028633";"1013700";"2023JJ00";"144.5";"1.1";"1";"17.1";"18.1"
"29119";"A043966";"A028633";"1013700";"2024JJ00";"132.7";"1.1";"1";"17";"18"
"29127";"A043966";"A028633";"1013750";"2018JJ00";"18.6";"1.2";"1.1";"15.8";"15.9"
"29128";"A043966";"A028633";"1013750";"2019JJ00";"15.3";"1.2";"1.1";"15.9";"16.2"
"29129";"A043966";"A028633";"1013750";"2020JJ00";"18.2";"1.2";"1";"16";"16.4"
"29130";"A043966";"A028633";"1013750";"2021JJ00";"14.5";"1.2";"1";"16.3";"16.7"
"29131";"A043966";"A028633";"1013750";"2022JJ00";"8.2";"1.1";"1";"16.8";"17.5"
