"ID";"Inkomensbegrippen";"Inkomensklassen";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"PersonenPerHuishouden_2";"PersonenMetInkomenPerHuishouden_3";"GemiddeldInkomen_4";"MediaanInkomen_5"
"16110";"A043965";"A028634";"A042087";"2021JJ00";"109";"1.1";"1.1";"24.6";"24.4"
"16111";"A043965";"A028634";"A042087";"2022JJ00";"112.8";"1.1";"1.1";"25";"24.9"
"16112";"A043965";"A028634";"A042087";"2023JJ00";"100.2";"1";"1";"25.6";"25.7"
"16113";"A043965";"A028634";"A042087";"2024JJ00";"85.9";"1";"1";"26";"26.4"
"16121";"A043965";"A028634";"A025362";"2018JJ00";"831.5";"1.3";"1.2";"24.9";"24.8"
"16122";"A043965";"A028634";"A025362";"2019JJ00";"814.5";"1.3";"1.2";"24.8";"24.7"
"16123";"A043965";"A028634";"A025362";"2020JJ00";"806.2";"1.3";"1.2";"24.8";"24.7"
"16124";"A043965";"A028634";"A025362";"2021JJ00";;;;;
"16125";"A043965";"A028634";"A025362";"2022JJ00";;;;;
"16126";"A043965";"A028634";"A025362";"2023JJ00";;;;;
"16127";"A043965";"A028634";"A025362";"2024JJ00";;;;;
"16135";"A043965";"A028634";"A025363";"2018JJ00";"132.5";"1.4";"1.2";"24.9";"24.8"
"16136";"A043965";"A028634";"A025363";"2019JJ00";"132";"1.3";"1.2";"24.8";"24.7"
"16137";"A043965";"A028634";"A025363";"2020JJ00";"132.7";"1.3";"1.2";"24.8";"24.7"
"16138";"A043965";"A028634";"A025363";"2021JJ00";;;;;
"16139";"A043965";"A028634";"A025363";"2022JJ00";;;;;
"16140";"A043965";"A028634";"A025363";"2023JJ00";;;;;
"16141";"A043965";"A028634";"A025363";"2024JJ00";;;;;
"16149";"A043965";"A028634";"A025368";"2018JJ00";"172.4";"1.9";"1.4";"25";"25"
"16150";"A043965";"A028634";"A025368";"2019JJ00";"177.1";"1.8";"1.3";"24.8";"24.9"
"16151";"A043965";"A028634";"A025368";"2020JJ00";"182.7";"1.7";"1.3";"24.6";"24.6"
"16152";"A043965";"A028634";"A025368";"2021JJ00";;;;;
"16153";"A043965";"A028634";"A025368";"2022JJ00";;;;;
"16154";"A043965";"A028634";"A025368";"2023JJ00";;;;;
"16155";"A043965";"A028634";"A025368";"2024JJ00";;;;;
"16163";"A043965";"A028634";"1013395";"2018JJ00";"277.3";"1.4";"1.1";"25.6";"25.8"
"16164";"A043965";"A028634";"1013395";"2019JJ00";"262.5";"1.4";"1.1";"25.6";"25.9"
"16165";"A043965";"A028634";"1013395";"2020JJ00";"228.9";"1.4";"1.1";"25.6";"25.9"
"16166";"A043965";"A028634";"1013395";"2021JJ00";"222.5";"1.3";"1.1";"25.6";"25.9"
"16167";"A043965";"A028634";"1013395";"2022JJ00";"196.5";"1.3";"1.1";"25.6";"25.9"
"16168";"A043965";"A028634";"1013395";"2023JJ00";"172.1";"1.3";"1.1";"25.5";"25.8"
"16169";"A043965";"A028634";"1013395";"2024JJ00";"153.9";"1.3";"1.1";"25.3";"25.4"
"16177";"A043965";"A028634";"1013400";"2018JJ00";"231.3";"1.3";"1.1";"25.7";"26"
"16178";"A043965";"A028634";"1013400";"2019JJ00";"216.2";"1.3";"1.1";"25.7";"26.1"
"16179";"A043965";"A028634";"1013400";"2020JJ00";"186.6";"1.3";"1.1";"25.7";"26.1"
"16180";"A043965";"A028634";"1013400";"2021JJ00";"180.6";"1.3";"1.1";"25.7";"26.1"
"16181";"A043965";"A028634";"1013400";"2022JJ00";"152.6";"1.2";"1.1";"25.8";"26.2"
"16182";"A043965";"A028634";"1013400";"2023JJ00";"128";"1.2";"1.1";"25.7";"26"
"16183";"A043965";"A028634";"1013400";"2024JJ00";"113.5";"1.2";"1.1";"25.4";"25.5"
"16191";"A043965";"A028634";"1013601";"2018JJ00";"46";"1.7";"1.3";"25";"25"
"16192";"A043965";"A028634";"1013601";"2019JJ00";"46.2";"1.7";"1.3";"25";"25"
"16193";"A043965";"A028634";"1013601";"2020JJ00";"42.4";"1.6";"1.2";"25.1";"25.1"
"16194";"A043965";"A028634";"1013601";"2021JJ00";"41.9";"1.6";"1.2";"25.1";"25.1"
"16195";"A043965";"A028634";"1013601";"2022JJ00";"43.9";"1.5";"1.2";"25";"25.1"
"16196";"A043965";"A028634";"1013601";"2023JJ00";"44.1";"1.5";"1.2";"25.1";"25.1"
"16197";"A043965";"A028634";"1013601";"2024JJ00";"40.3";"1.5";"1.2";"25";"25.1"
"16205";"A043965";"A028634";"1013602";"2018JJ00";"40.9";"1.7";"1.3";"25";"25.1"
"16206";"A043965";"A028634";"1013602";"2019JJ00";"41.5";"1.7";"1.3";"25.1";"25.1"
"16207";"A043965";"A028634";"1013602";"2020JJ00";"37.8";"1.6";"1.2";"25.1";"25.1"
"16208";"A043965";"A028634";"1013602";"2021JJ00";"37.6";"1.6";"1.2";"25.1";"25.1"
"16209";"A043965";"A028634";"1013602";"2022JJ00";"38.6";"1.5";"1.2";"25.1";"25.1"
"16210";"A043965";"A028634";"1013602";"2023JJ00";"38";"1.5";"1.2";"25.1";"25.2"
"16211";"A043965";"A028634";"1013602";"2024JJ00";"35.1";"1.5";"1.2";"25.1";"25.1"
"16219";"A043965";"A028634";"1013603";"2018JJ00";"2";"1.8";"1.3";"25.3";"25.4"
"16220";"A043965";"A028634";"1013603";"2019JJ00";"1.8";"1.7";"1.3";"25.3";"25.4"
"16221";"A043965";"A028634";"1013603";"2020JJ00";"1.9";"1.7";"1.3";"25.4";"25.5"
"16222";"A043965";"A028634";"1013603";"2021JJ00";"1.6";"1.6";"1.2";"25.3";"25.4"
"16223";"A043965";"A028634";"1013603";"2022JJ00";"1.7";"1.6";"1.2";"25.3";"25.4"
"16224";"A043965";"A028634";"1013603";"2023JJ00";"1.6";"1.5";"1.2";"25.4";"25.5"
"16225";"A043965";"A028634";"1013603";"2024JJ00";"1.4";"1.6";"1.2";"25.4";"25.6"
"16233";"A043965";"A028634";"1013604";"2018JJ00";"3.1";"1.9";"1.2";"24.6";"24.6"
"16234";"A043965";"A028634";"1013604";"2019JJ00";"2.9";"1.8";"1.2";"24.5";"24.3"
"16235";"A043965";"A028634";"1013604";"2020JJ00";"2.7";"1.7";"1.2";"24.7";"24.6"
"16236";"A043965";"A028634";"1013604";"2021JJ00";"2.6";"1.6";"1.2";"24.6";"24.4"
"16237";"A043965";"A028634";"1013604";"2022JJ00";"3.6";"1.6";"1.2";"24.3";"24.2"
"16238";"A043965";"A028634";"1013604";"2023JJ00";"4.4";"1.5";"1.1";"24.5";"24.5"
"16239";"A043965";"A028634";"1013604";"2024JJ00";"3.8";"1.5";"1.1";"24.5";"24.4"
"16247";"A043965";"A028634";"1013650";"2018JJ00";"859.1";"1.4";"1.3";"24.7";"24.5"
"16248";"A043965";"A028634";"1013650";"2019JJ00";"861.2";"1.4";"1.2";"24.6";"24.4"
"16249";"A043965";"A028634";"1013650";"2020JJ00";"892.7";"1.3";"1.2";"24.5";"24.4"
"16250";"A043965";"A028634";"1013650";"2021JJ00";"892.1";"1.3";"1.2";"24.5";"24.3"
"16251";"A043965";"A028634";"1013650";"2022JJ00";"915.5";"1.2";"1.1";"24.8";"24.4"
"16252";"A043965";"A028634";"1013650";"2023JJ00";"805.7";"1.1";"1.1";"25.3";"25"
"16253";"A043965";"A028634";"1013650";"2024JJ00";"704.5";"1.1";"1.1";"25.6";"25.3"
"16261";"A043965";"A028634";"1013700";"2018JJ00";"699.7";"1.3";"1.2";"24.8";"24.5"
"16262";"A043965";"A028634";"1013700";"2019JJ00";"681.6";"1.3";"1.2";"24.8";"24.5"
"16263";"A043965";"A028634";"1013700";"2020JJ00";"677.4";"1.2";"1.2";"24.9";"24.7"
"16264";"A043965";"A028634";"1013700";"2021JJ00";"667.7";"1.2";"1.2";"24.9";"24.8"
"16265";"A043965";"A028634";"1013700";"2022JJ00";"662.9";"1.1";"1.1";"25.2";"25.1"
"16266";"A043965";"A028634";"1013700";"2023JJ00";"566";"1.1";"1.1";"25.7";"25.9"
"16267";"A043965";"A028634";"1013700";"2024JJ00";"474.9";"1.1";"1.1";"26";"26.3"
"16275";"A043965";"A028634";"1013750";"2018JJ00";"14.5";"1.4";"1.1";"25";"25"
"16276";"A043965";"A028634";"1013750";"2019JJ00";"12.1";"1.3";"1.1";"25.1";"25.2"
"16277";"A043965";"A028634";"1013750";"2020JJ00";"14.4";"1.3";"1.1";"25.1";"25.1"
"16278";"A043965";"A028634";"1013750";"2021JJ00";"11.8";"1.3";"1.1";"25.2";"25.3"
"16279";"A043965";"A028634";"1013750";"2022JJ00";"7";"1.2";"1.1";"25.7";"25.9"
"16280";"A043965";"A028634";"1013750";"2023JJ00";"5.7";"1.2";"1";"25.9";"26.2"
"16281";"A043965";"A028634";"1013750";"2024JJ00";"5.6";"1.2";"1";"25.9";"26.2"
"16289";"A043965";"A028634";"1013800";"2018JJ00";"91.7";"1.3";"1.1";"24.8";"24.7"
"16290";"A043965";"A028634";"1013800";"2019JJ00";"90.9";"1.2";"1.1";"24.9";"24.8"
"16291";"A043965";"A028634";"1013800";"2020JJ00";"89.9";"1.2";"1.1";"25";"24.8"
"16292";"A043965";"A028634";"1013800";"2021JJ00";"87.9";"1.2";"1.1";"25.1";"24.8"
"16293";"A043965";"A028634";"1013800";"2022JJ00";"76.3";"1.1";"1";"26";"25.9"
"16294";"A043965";"A028634";"1013800";"2023JJ00";"57.3";"1.1";"1";"26.6";"26.7"
"16295";"A043965";"A028634";"1013800";"2024JJ00";"50";"1.1";"1";"26.8";"27.2"
"16303";"A043965";"A028634";"1013850";"2018JJ00";"593.5";"1.3";"1.3";"24.8";"24.5"
"16304";"A043965";"A028634";"1013850";"2019JJ00";"578.5";"1.3";"1.2";"24.8";"24.5"
"16305";"A043965";"A028634";"1013850";"2020JJ00";"573";"1.2";"1.2";"24.9";"24.7"
"16306";"A043965";"A028634";"1013850";"2021JJ00";"568.1";"1.2";"1.2";"24.9";"24.8"
"16307";"A043965";"A028634";"1013850";"2022JJ00";"579.6";"1.1";"1.1";"25";"25"
"16308";"A043965";"A028634";"1013850";"2023JJ00";"503";"1.1";"1.1";"25.6";"25.7"
"16309";"A043965";"A028634";"1013850";"2024JJ00";"419.3";"1.1";"1.1";"25.9";"26.1"
"16317";"A043965";"A028634";"1013900";"2018JJ00";"157.9";"2.1";"1.4";"24.3";"24.5"
"16318";"A043965";"A028634";"1013900";"2019JJ00";"178.1";"1.8";"1.3";"23.7";"23.4"
"16319";"A043965";"A028634";"1013900";"2020JJ00";"213.8";"1.7";"1.2";"23.4";"22.1"
"16320";"A043965";"A028634";"1013900";"2021JJ00";"222.6";"1.5";"1.2";"23.2";"21.6"
"16321";"A043965";"A028634";"1013900";"2022JJ00";"251";"1.2";"1.1";"23.7";"23"
"16322";"A043965";"A028634";"1013900";"2023JJ00";"238";"1.1";"1.1";"24.4";"24.2"
"16323";"A043965";"A028634";"1013900";"2024JJ00";"225.1";"1.1";"1";"24.7";"24.8"
"16331";"A043965";"A028634";"1013950";"2018JJ00";"116.7";"2.3";"1.4";"24.5";"24.7"
"16332";"A043965";"A028634";"1013950";"2019JJ00";"128.5";"2";"1.3";"23.9";"24"
"16333";"A043965";"A028634";"1013950";"2020JJ00";"148.9";"1.8";"1.2";"23.5";"22"
"16334";"A043965";"A028634";"1013950";"2021JJ00";"155.9";"1.6";"1.2";"23.2";"21.3"
"16335";"A043965";"A028634";"1013950";"2022JJ00";"180.6";"1.3";"1.1";"23.6";"22.8"
"16336";"A043965";"A028634";"1013950";"2023JJ00";"164.4";"1.1";"1.1";"24.3";"24.1"
"16337";"A043965";"A028634";"1013950";"2024JJ00";"157.4";"1.1";"1";"24.6";"24.8"
"16345";"A043965";"A028634";"1014040";"2018JJ00";"41.2";"1.6";"1.2";"23.6";"23.1"
"16346";"A043965";"A028634";"1014040";"2019JJ00";"49.6";"1.4";"1.2";"23.3";"22.3"
"16347";"A043965";"A028634";"1014040";"2020JJ00";"64.8";"1.4";"1.2";"23.3";"22.2"
"16348";"A043965";"A028634";"1014040";"2021JJ00";"66.8";"1.4";"1.1";"23.3";"22"
"16349";"A043965";"A028634";"1014040";"2022JJ00";"70.5";"1.1";"1.1";"24";"23.4"
"16350";"A043965";"A028634";"1014040";"2023JJ00";"73.6";"1.1";"1";"24.6";"24.6"
"16351";"A043965";"A028634";"1014040";"2024JJ00";"67.8";"1.1";"1";"25";"25.1"
"16359";"A043965";"A028634";"1014050";"2018JJ00";"1.5";"2.5";"1.4";"23.3";"22.7"
"16360";"A043965";"A028634";"1014050";"2019JJ00";"1.5";"2.5";"1.3";"23.3";"22.7"
"16361";"A043965";"A028634";"1014050";"2020JJ00";"1.6";"2.4";"1.3";"23.6";"23"
"16362";"A043965";"A028634";"1014050";"2021JJ00";"1.7";"2.4";"1.3";"23.6";"22.9"
"16363";"A043965";"A028634";"1014050";"2022JJ00";"1.5";"2.4";"1.3";"23.7";"23.4"
"16364";"A043965";"A028634";"1014050";"2023JJ00";"1.6";"2.3";"1.3";"24.2";"23.8"
"16365";"A043965";"A028634";"1014050";"2024JJ00";"4.4";"1.6";"1.3";"23.5";"22.8"
"16373";"A043965";"A028634";"1014800";"2018JJ00";"236";"1.3";"1.2";"25.8";"26"
"16374";"A043965";"A028634";"1014800";"2019JJ00";"214.9";"1.3";"1.2";"25.9";"26.1"
"16375";"A043965";"A028634";"1014800";"2020JJ00";"200.1";"1.3";"1.2";"26";"26.3"
"16376";"A043965";"A028634";"1014800";"2021JJ00";"183.7";"1.3";"1.1";"26.1";"26.4"
"16377";"A043965";"A028634";"1014800";"2022JJ00";"152.1";"1.2";"1.1";"26.5";"27"
"16378";"A043965";"A028634";"1014800";"2023JJ00";"115.3";"1.2";"1.1";"26.7";"27.3"
"16379";"A043965";"A028634";"1014800";"2024JJ00";"87.6";"1.2";"1.1";"26.5";"27.2"
"16387";"A043965";"A028634";"1014850";"2018JJ00";"900.4";"1.5";"1.2";"24.7";"24.5"
"16388";"A043965";"A028634";"1014850";"2019JJ00";"908.7";"1.4";"1.2";"24.6";"24.4"
"16389";"A043965";"A028634";"1014850";"2020JJ00";"921.6";"1.3";"1.2";"24.5";"24.3"
"16390";"A043965";"A028634";"1014850";"2021JJ00";"930.9";"1.3";"1.2";"24.4";"24.3"
"16391";"A043965";"A028634";"1014850";"2022JJ00";"959.9";"1.2";"1.1";"24.6";"24.2"
"16392";"A043965";"A028634";"1014850";"2023JJ00";"862.5";"1.1";"1.1";"25.2";"24.9"
"16393";"A043965";"A028634";"1014850";"2024JJ00";"770.7";"1.1";"1.1";"25.4";"25.1"
"16401";"A043965";"A028634";"1014950";"2018JJ00";"317.4";"1.2";"1.2";"25.4";"25.5"
"16402";"A043965";"A028634";"1014950";"2019JJ00";"300.5";"1.2";"1.1";"25.4";"25.6"
"16403";"A043965";"A028634";"1014950";"2020JJ00";"249.2";"1.2";"1.1";"25.4";"25.5"
"16404";"A043965";"A028634";"1014950";"2021JJ00";"239.5";"1.2";"1.1";"25.4";"25.6"
"16405";"A043965";"A028634";"1014950";"2022JJ00";"226.9";"1.2";"1.1";"25.3";"25.4"
"16406";"A043965";"A028634";"1014950";"2023JJ00";"210.1";"1.2";"1.1";"25";"25.1"
"16407";"A043965";"A028634";"1014950";"2024JJ00";"185.9";"1.2";"1.1";"24.9";"24.9"
"16415";"A043965";"A028634";"1014900";"2018JJ00";"583";"1.6";"1.3";"24.3";"23.9"
"16416";"A043965";"A028634";"1014900";"2019JJ00";"608.2";"1.5";"1.2";"24.2";"23.7"
"16417";"A043965";"A028634";"1014900";"2020JJ00";"672.4";"1.4";"1.2";"24.1";"23.8"
"16418";"A043965";"A028634";"1014900";"2021JJ00";"691.4";"1.3";"1.2";"24.1";"23.8"
"16419";"A043965";"A028634";"1014900";"2022JJ00";"733";"1.2";"1.1";"24.5";"23.9"
"16420";"A043965";"A028634";"1014900";"2023JJ00";"652.3";"1.1";"1.1";"25.2";"24.8"
"16421";"A043965";"A028634";"1014900";"2024JJ00";"584.9";"1.1";"1.1";"25.5";"25.2"
"16429";"A043965";"A028635";"1050010";"2018JJ00";"904.8";"1.8";"1.5";"34.8";"34.7"
"16430";"A043965";"A028635";"1050010";"2019JJ00";"910.1";"1.7";"1.5";"34.8";"34.6"
"16431";"A043965";"A028635";"1050010";"2020JJ00";"915.5";"1.7";"1.5";"34.8";"34.7"
"16432";"A043965";"A028635";"1050010";"2021JJ00";"913";"1.7";"1.4";"34.8";"34.7"
"16433";"A043965";"A028635";"1050010";"2022JJ00";"922.1";"1.6";"1.4";"34.8";"34.7"
"16434";"A043965";"A028635";"1050010";"2023JJ00";"898.4";"1.6";"1.3";"34.9";"34.9"
"16435";"A043965";"A028635";"1050010";"2024JJ00";"837.1";"1.5";"1.3";"35";"35"
"16443";"A043965";"A028635";"1050015";"2018JJ00";"414";"1";"1";"34.7";"34.6"
"16444";"A043965";"A028635";"1050015";"2019JJ00";"430.7";"1";"1";"34.7";"34.5"
"16445";"A043965";"A028635";"1050015";"2020JJ00";"447.3";"1";"1";"34.7";"34.5"
"16446";"A043965";"A028635";"1050015";"2021JJ00";"461.2";"1";"1";"34.7";"34.5"
"16447";"A043965";"A028635";"1050015";"2022JJ00";"482";"1";"1";"34.7";"34.5"
"16448";"A043965";"A028635";"1050015";"2023JJ00";"519.4";"1";"1";"34.6";"34.4"
"16449";"A043965";"A028635";"1050015";"2024JJ00";"537.1";"1";"1";"34.7";"34.5"
"16457";"A043965";"A028635";"A043011";"2018JJ00";"259.5";"1";"1";"34.9";"34.9"
"16458";"A043965";"A028635";"A043011";"2019JJ00";"263.6";"1";"1";"34.9";"34.8"
"16459";"A043965";"A028635";"A043011";"2020JJ00";"269.8";"1";"1";"34.8";"34.7"
"16460";"A043965";"A028635";"A043011";"2021JJ00";"271.3";"1";"1";"34.8";"34.8"
"16461";"A043965";"A028635";"A043011";"2022JJ00";"271.7";"1";"1";"34.8";"34.8"
"16462";"A043965";"A028635";"A043011";"2023JJ00";"283.6";"1";"1";"34.8";"34.8"
"16463";"A043965";"A028635";"A043011";"2024JJ00";"265.6";"1";"1";"35.1";"35.1"
"16471";"A043965";"A028635";"A043012";"2018JJ00";"154.5";"1";"1";"34.4";"34.1"
"16472";"A043965";"A028635";"A043012";"2019JJ00";"167.2";"1";"1";"34.4";"34.2"
"16473";"A043965";"A028635";"A043012";"2020JJ00";"177.5";"1";"1";"34.4";"34.2"
"16474";"A043965";"A028635";"A043012";"2021JJ00";"189.9";"1";"1";"34.5";"34.2"
"16475";"A043965";"A028635";"A043012";"2022JJ00";"210.3";"1";"1";"34.4";"34.1"
"16476";"A043965";"A028635";"A043012";"2023JJ00";"235.8";"1";"1";"34.3";"34"
"16477";"A043965";"A028635";"A043012";"2024JJ00";"271.4";"1";"1";"34.3";"34"
"16485";"A043965";"A028635";"1016010";"2018JJ00";"490.8";"2.4";"1.9";"34.8";"34.7"
"16486";"A043965";"A028635";"1016010";"2019JJ00";"479.3";"2.4";"1.9";"34.8";"34.7"
"16487";"A043965";"A028635";"1016010";"2020JJ00";"468.2";"2.4";"1.9";"34.9";"34.8"
"16488";"A043965";"A028635";"1016010";"2021JJ00";"451.8";"2.4";"1.9";"34.9";"34.9"
"16489";"A043965";"A028635";"1016010";"2022JJ00";"440.1";"2.4";"1.8";"35";"34.9"
"16490";"A043965";"A028635";"1016010";"2023JJ00";"379";"2.3";"1.8";"35.3";"35.4"
"16491";"A043965";"A028635";"1016010";"2024JJ00";"300";"2.3";"1.8";"35.5";"35.8"
"16499";"A043965";"A028635";"1050190";"2018JJ00";"94.6";"2.6";"1.7";"34.8";"34.7"
"16500";"A043965";"A028635";"1050190";"2019JJ00";"95.7";"2.6";"1.6";"34.8";"34.7"
"16501";"A043965";"A028635";"1050190";"2020JJ00";"95";"2.6";"1.6";"34.7";"34.6"
"16502";"A043965";"A028635";"1050190";"2021JJ00";"95.1";"2.7";"1.6";"34.7";"34.6"
"16503";"A043965";"A028635";"1050190";"2022JJ00";"103.1";"2.7";"1.5";"34.6";"34.3"
"16504";"A043965";"A028635";"1050190";"2023JJ00";"104.7";"2.5";"1.4";"34.8";"34.6"
"16505";"A043965";"A028635";"1050190";"2024JJ00";"86";"2.4";"1.3";"35.2";"35.3"
"16513";"A043965";"A028635";"1050195";"2018JJ00";"58.3";"2.7";"1.4";"34.7";"34.5"
"16514";"A043965";"A028635";"1050195";"2019JJ00";"60.9";"2.7";"1.4";"34.6";"34.4"
"16515";"A043965";"A028635";"1050195";"2020JJ00";"61.1";"2.7";"1.3";"34.6";"34.3"
"16516";"A043965";"A028635";"1050195";"2021JJ00";"62.9";"2.8";"1.3";"34.5";"34.2"
"16517";"A043965";"A028635";"1050195";"2022JJ00";"74.7";"2.8";"1.3";"34.3";"33.9"
"16518";"A043965";"A028635";"1050195";"2023JJ00";"81.3";"2.6";"1.2";"34.6";"34.4"
"16519";"A043965";"A028635";"1050195";"2024JJ00";"67.4";"2.5";"1.2";"35.1";"35.1"
"16527";"A043965";"A028635";"1050200";"2018JJ00";"36.4";"2.5";"2.2";"35";"35.1"
"16528";"A043965";"A028635";"1050200";"2019JJ00";"34.8";"2.4";"2.1";"35.1";"35.1"
"16529";"A043965";"A028635";"1050200";"2020JJ00";"33.8";"2.4";"2.1";"35.1";"35.1"
"16530";"A043965";"A028635";"1050200";"2021JJ00";"32.2";"2.4";"2.1";"35.1";"35.2"
"16531";"A043965";"A028635";"1050200";"2022JJ00";"28.4";"2.3";"2.1";"35.2";"35.4"
"16532";"A043965";"A028635";"1050200";"2023JJ00";"23.4";"2.3";"2";"35.4";"35.5"
"16533";"A043965";"A028635";"1050200";"2024JJ00";"18.6";"2.2";"2";"35.5";"35.9"
"16541";"A043965";"A028635";"1050055";"2018JJ00";"386.9";"2.4";"1.9";"34.8";"34.7"
"16542";"A043965";"A028635";"1050055";"2019JJ00";"375.2";"2.3";"1.9";"34.8";"34.7"
"16543";"A043965";"A028635";"1050055";"2020JJ00";"365.3";"2.3";"2";"34.9";"34.8"
"16544";"A043965";"A028635";"1050055";"2021JJ00";"349.3";"2.3";"2";"35";"34.9"
"16545";"A043965";"A028635";"1050055";"2022JJ00";"330.6";"2.3";"1.9";"35.1";"35.1"
"16546";"A043965";"A028635";"1050055";"2023JJ00";"269";"2.2";"1.9";"35.5";"35.7"
"16547";"A043965";"A028635";"1050055";"2024JJ00";"208.9";"2.2";"1.9";"35.7";"36"
"16555";"A043965";"A028635";"1017780";"2018JJ00";"319.9";"2";"1.9";"34.8";"34.7"
"16556";"A043965";"A028635";"1017780";"2019JJ00";"313.6";"2";"1.9";"34.8";"34.7"
"16557";"A043965";"A028635";"1017780";"2020JJ00";"308.3";"2";"1.9";"34.9";"34.8"
"16558";"A043965";"A028635";"1017780";"2021JJ00";"296.8";"2";"1.9";"35";"34.9"
"16559";"A043965";"A028635";"1017780";"2022JJ00";"286";"2";"1.9";"35.1";"35"
"16560";"A043965";"A028635";"1017780";"2023JJ00";"235.7";"2";"1.9";"35.5";"35.6"
"16561";"A043965";"A028635";"1017780";"2024JJ00";"185";"2";"1.9";"35.6";"36"
"16569";"A043965";"A028635";"1017790";"2018JJ00";"64.2";"2";"1.7";"35.3";"35.4"
"16570";"A043965";"A028635";"1017790";"2019JJ00";"57.7";"2";"1.7";"35.3";"35.4"
"16571";"A043965";"A028635";"1017790";"2020JJ00";"56";"2";"1.7";"35.2";"35.3"
"16572";"A043965";"A028635";"1017790";"2021JJ00";"51.7";"2";"1.7";"35.3";"35.4"
"16573";"A043965";"A028635";"1017790";"2022JJ00";"46.9";"2";"1.7";"35.2";"35.3"
"16574";"A043965";"A028635";"1017790";"2023JJ00";"40.9";"2";"1.7";"35.3";"35.4"
"16575";"A043965";"A028635";"1017790";"2024JJ00";"39.7";"2";"1.7";"34.6";"34.7"
"16583";"A043965";"A028635";"1017800";"2018JJ00";"255.8";"2";"1.9";"34.6";"34.5"
"16584";"A043965";"A028635";"1017800";"2019JJ00";"255.8";"2";"1.9";"34.7";"34.5"
"16585";"A043965";"A028635";"1017800";"2020JJ00";"252.3";"2";"2";"34.8";"34.7"
"16586";"A043965";"A028635";"1017800";"2021JJ00";"245.1";"2";"2";"34.9";"34.8"
"16587";"A043965";"A028635";"1017800";"2022JJ00";"239.1";"2";"2";"35.1";"35"
"16588";"A043965";"A028635";"1017800";"2023JJ00";"194.8";"2";"2";"35.5";"35.6"
"16589";"A043965";"A028635";"1017800";"2024JJ00";"145.2";"2";"1.9";"35.9";"36.3"
"16597";"A043965";"A028635";"1016090";"2018JJ00";"67";"4";"2.2";"34.9";"34.9"
"16598";"A043965";"A028635";"1016090";"2019JJ00";"61.6";"4.1";"2.2";"34.9";"34.9"
"16599";"A043965";"A028635";"1016090";"2020JJ00";"57.1";"4.1";"2.2";"34.9";"34.8"
"16600";"A043965";"A028635";"1016090";"2021JJ00";"52.5";"4";"2.2";"35";"35"
"16601";"A043965";"A028635";"1016090";"2022JJ00";"44.6";"3.9";"2.1";"35.3";"35.4"
"16602";"A043965";"A028635";"1016090";"2023JJ00";"33.3";"3.8";"2.1";"35.8";"36"
"16603";"A043965";"A028635";"1016090";"2024JJ00";"24";"3.6";"2";"36";"36.3"
"16611";"A043965";"A028635";"1017810";"2018JJ00";"50.2";"4.1";"1.9";"34.8";"34.6"
"16612";"A043965";"A028635";"1017810";"2019JJ00";"46.6";"4.2";"1.9";"34.8";"34.6"
"16613";"A043965";"A028635";"1017810";"2020JJ00";"43.1";"4.2";"1.9";"34.7";"34.5"
"16614";"A043965";"A028635";"1017810";"2021JJ00";"40";"4.1";"1.9";"34.8";"34.7"
"16615";"A043965";"A028635";"1017810";"2022JJ00";"34.7";"4";"1.9";"35.2";"35.2"
"16616";"A043965";"A028635";"1017810";"2023JJ00";"26.5";"3.8";"1.9";"35.8";"36"
"16617";"A043965";"A028635";"1017810";"2024JJ00";"18.8";"3.7";"1.9";"36";"36.4"
"16625";"A043965";"A028635";"1017880";"2018JJ00";"16.8";"3.7";"2.9";"35.4";"35.6"
"16626";"A043965";"A028635";"1017880";"2019JJ00";"15.1";"3.7";"2.9";"35.5";"35.6"
"16627";"A043965";"A028635";"1017880";"2020JJ00";"13.9";"3.7";"2.9";"35.5";"35.7"
"16628";"A043965";"A028635";"1017880";"2021JJ00";"12.5";"3.6";"2.9";"35.5";"35.8"
"16629";"A043965";"A028635";"1017880";"2022JJ00";"9.9";"3.5";"2.8";"35.7";"36.1"
"16630";"A043965";"A028635";"1017880";"2023JJ00";"6.8";"3.4";"2.7";"35.8";"36.1"
"16631";"A043965";"A028635";"1017880";"2024JJ00";"5.2";"3.4";"2.6";"35.7";"36.1"
"16639";"A043965";"A028635";"1050220";"2018JJ00";"9.2";"3.1";"2.2";"35.1";"35.1"
"16640";"A043965";"A028635";"1050220";"2019JJ00";"8.4";"3.1";"2.2";"35.1";"35.1"
"16641";"A043965";"A028635";"1050220";"2020JJ00";"7.9";"3";"2.2";"35.1";"35.1"
"16642";"A043965";"A028635";"1050220";"2021JJ00";"7.4";"3";"2.2";"35.2";"35.3"
"16643";"A043965";"A028635";"1050220";"2022JJ00";"6.4";"2.9";"2.2";"35.3";"35.4"
"16644";"A043965";"A028635";"1050220";"2023JJ00";"5.3";"2.9";"2.1";"35.4";"35.5"
"16645";"A043965";"A028635";"1050220";"2024JJ00";"5.1";"2.8";"2.1";"35.3";"35.4"
"16653";"A043965";"A028635";"A043959";"2018JJ00";"543.3";"1.8";"1.6";"34.8";"34.7"
"16654";"A043965";"A028635";"A043959";"2019JJ00";"538";"1.8";"1.6";"34.8";"34.7"
"16655";"A043965";"A028635";"A043959";"2020JJ00";"532.3";"1.8";"1.6";"34.8";"34.8"
