Id;Title;Url;DatasetId;Id;Identifier;Title;Description;Modified;ReleaseDate;ModificationDate;Language;TemporalCoverage;Authority;Catalog;Publisher;ContactPoint;Version;VersionNotes;VersionReason;Frequency;Status;ObservationCount;ObservationsModified;DatasetType;GraphTypes;DatasetIdentifier;DataProviderId;DataProviderId;License;Source;Summary;LongDescription
0;Maatstaven Financiële verhoudingswet;https://opendata.cbs.nl/statline/#/CBS/nl/dataset/60039FVW;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;Voorraad woningen en niet-woningen;https://opendata.cbs.nl/statline/#/CBS/nl/dataset/81955NED/table?dl=58421;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;Bouwen en wonen;https://www.cbs.nl/nl-nl/economie/bouwen-en-wonen;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;Waarde onroerende zaken van woningen en niet-woningen;https://opendata.cbs.nl/statline/#/CBS/nl/dataset/37610/table?dl=40504;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
0;eigendom;https://opendata.cbs.nl/statline/#/CBS/nl/dataset/82900NED/table?fromstatweb;;;;;;01-01-0001 00:00:00;01-01-0001 00:00:00;01-01-0001 00:00:00;;;;;;;;;;;;0;01-01-0001 00:00:00;;;;;;;;;
